Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Captações;;;;;;;;;;;;;;;;Instrumentos Derivativos (f);Outras Obrigações (g);Passivo Circulante e Exigível a Longo Prazo (h) = (e) + (f) + (g);Resultados de Exercícios Futuros (i);Patrimônio Líquido (j);Passivo Total (k) = (h) + (i) + (j)
COOPERATIVA DE CRÉDITO DO VALE EUROPEU - SICOOB EURO VALE;82133182;b3S;S5;I;2;TIMBO;SC;44075;26930;0;0;78260;0;0;105190;0;0;0;0;0;0;0;10300;115490;0;2841;118331;0;21866;140196
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE TIROS E MATUTINA LTDA - SICOOB CREDITIROS;42880617;b3S;S5;I;2;TIROS;MG;44075;35882;0;0;38939;0;0;74821;0;0;1059;0;0;0;1059;0;75880;0;39355;115235;0;23446;138681
CENTROCRED CFI - PRUDENCIAL;1000084727;n1;S5;I;2;SANTA CRUZ DO SUL;RS;44075;0;0;0;56354;0;0;56354;0;0;0;0;0;43823;43823;0;100177;0;3241;103419;0;34775;138194
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DOS INTEGRANTES DA MAGISTRATURA E DO MINISTÉRIO PÚBLICO NO ESTADO DO PARANÁ - SICREDI CREDJURIS;4886317;b3S;S5;I;2;CURITIBA;PR;44075;14042;0;2479;98747;0;0;115268;0;0;0;0;0;0;0;0;115268;0;6645;121912;0;15244;137157
GERENCIANET;1000084978;n4;S5;C;2;OURO PRETO;MG;44075;0;0;0;0;99460;0;99460;0;0;0;0;0;0;0;13481;112941;0;7957;120898;0;14110;135008
COOPERATIVA DE CRÉDITO HORIZONTE - SICOOB HORIZONTE;7194313;b3S;S5;I;2;ARAPONGAS;PR;44075;55269;0;0;56971;0;275;112515;0;0;564;0;0;0;564;0;113079;0;5966;119045;1;15667;134713
CM CAPITAL MARKETS - PRUDENCIAL;1000080549;n2;S4;C;3;SAO PAULO;SP;44075;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;102395;102395;0;30334;132728
COOPERATIVA DE CREDITO CLASSICA DO ESTADO DO RIO DE JANEIRO - SICOOB EMPRESAS RJ;4120633;b3S;S5;I;2;RIO DE JANEIRO;RJ;44075;52311;0;0;50450;0;0;102761;0;50;0;0;0;0;50;0;102811;0;10900;113711;0;18690;132401
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA JOHNSON & JOHNSON;45691128;b3S;S5;I;2;SAO JOSE DOS CAMPOS;SP;44075;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10356;10356;0;120998;131354
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES PÚBLICOS NOS ESTADOS DE ALAGOAS, SERGIPE, BAHIA E EMPRESÁRIOS DA REGIÃO METROPOLITANA DO AGRESTE ALAGOANO - SICOOB LESTE;2493000;b3S;S5;I;2;MACEIO;AL;44075;29845;0;0;52990;0;495;83329;0;0;0;0;0;0;0;0;83329;0;9399;92728;0;37531;130259
FINSOL SCMEPP S.A. - PRUDENCIAL;1000083340;n1;S4;I;3;RECIFE;PE;44075;0;0;0;0;0;0;0;0;0;0;0;0;0;0;98717;98717;0;4785;103502;0;26314;129816
COOPERATIVA DE CRÉDITO DOS MÉDICOS, SERVIDORES PÚBLICOS E EMPRESÁRIOS DO NORDESTE LTDA - UNICRED DO NORDESTE;2602922;b3S;S5;I;2;FEIRA DE SANTANA;BA;44075;31976;0;0;70727;0;0;102704;0;0;0;0;0;0;0;0;102704;0;6905;109608;0;20095;129704
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO PLANALTO SERRANO - SICOOB CREDISERRA SC;1692448;b3S;S5;I;2;URUPEMA;SC;44075;22675;0;0;46894;0;26;69594;0;0;10784;0;0;0;10784;170;80549;0;26637;107186;0;22487;129673
COOPERATIVA DE CREDITO DE LIVRE ADMISSÃO DO VALE DO GORUTUBA LTDA - SICOOB CREDIVAG;25404542;b3S;S5;I;2;JANAUBA;MG;44075;42197;0;0;32250;0;37;74484;0;0;4237;0;0;0;4237;0;78721;0;20964;99685;0;29228;128913
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE MARECHAL CÂNDIDO RONDON E REGIÃO - SICOOB MARECHAL;7097064;b3S;S5;I;2;MARECHAL CANDIDO RONDON;PR;44075;31669;0;0;57917;0;318;89904;0;0;9174;0;0;0;9174;0;99078;0;13168;112247;0;16302;128549
COOPERATIVA DE CREDITO RURAL E ECONOMIA COM INTERAÇÃO SOLIDARIA DAS ENCOSTAS DA SERRA GERAL – CRESOL ENCOSTAS DA SERRA GERAL;3485130;b3S;S5;I;2;SANTA ROSA DE LIMA;SC;44075;13362;0;0;75850;0;0;89212;0;0;0;0;0;0;0;0;89212;0;26550;115762;0;11656;127418
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO SUL CATARINENSE - ACENTRA;3427097;b3S;S5;I;2;CRICIUMA;SC;44075;30643;0;0;55665;0;578;86886;0;0;0;0;0;0;0;15012;101899;0;4592;106491;0;19346;125837
COOPERATIVA DE CRÉDITO VALE DO CANOAS - SICOOB/SC CREDICANOAS;707903;b3S;S5;I;2;ABDON BATISTA;SC;44075;14669;0;0;68703;0;0;83373;0;0;3059;0;0;0;3059;1942;88373;0;14683;103056;0;21990;125047
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE BAMBUÍ LTDA. - SICOOB CREDIBAM;66259110;b3S;S5;I;2;BAMBUI;MG;44075;34710;0;0;48945;0;0;83655;0;0;4065;0;0;0;4065;0;87720;0;8469;96189;0;26367;122556
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO ACRE LTDA.;5439425;b3S;S5;I;2;RIO BRANCO;AC;44075;39943;0;0;54926;0;0;94869;0;0;0;0;0;0;0;0;94869;0;6472;101341;0;21038;122379
F D GOLD DTVM LTDA - PRUDENCIAL;1000083993;n2;S4;I;2;SAO PAULO;SP;44075;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;86102;86102;0;36093;122195
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E DEMAIS PROFISSIONAIS DA ÁREA DE SAÚDE DE NÍVEL SUPERIOR DE JUIZ DE FORA LTDA. - UNICRED JUIZ DE FORA;71479653;b3S;S5;I;2;JUIZ DE FORA;MG;44075;26030;0;0;75054;0;0;101084;0;0;0;0;0;0;0;0;101084;0;3655;104739;0;17132;121871
COOPERATIVA DE CRÉDITO DO SUDOESTE BAIANO LTDA – SICOOB CREDICONQUISTA;2282165;b3S;S5;I;2;VITORIA DA CONQUISTA;BA;44075;51422;0;0;43707;0;0;95130;0;0;0;0;0;0;0;0;95130;0;4489;99619;0;22040;121659
COOPERATIVA DE ECONOMIA E CRÉDITO DOS EMPRESÁRIOS, PROFISSIONAIS DO MERCADO IMOBILIÁRIO E DA CMI / SECOVI - SICOOB SECOVICRED MG;14913919;b3S;S5;I;2;BELO HORIZONTE;MG;44075;35620;0;0;68298;0;0;103918;0;500;0;0;0;0;500;0;104419;0;1939;106358;0;15299;121657
UNICRED REGIONAL NORTE LAGOS - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO REGIONAL NORTE LAGOS LTDA;4445917;b3S;S5;I;2;CAMPOS DOS GOYTACAZES;RJ;44075;23696;0;0;77250;0;172;101118;0;0;0;0;0;0;0;0;101118;0;2462;103579;0;17462;121041
COOPERATIVA DE CRÉDITO SICOOB TRANSAMAZÔNICA;24431221;b3S;S5;I;2;PACAJA;PA;44075;43826;0;0;41544;0;0;85371;0;256;10248;0;0;0;10504;9246;105120;0;2756;107875;0;12387;120262
BBVA BRASIL BI S.A. - PRUDENCIAL;1000081366;b2;S4;I;3;SAO PAULO;SP;44075;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3846;3846;0;116313;120159
AL5 S.A. CFI;1000084734;n1;S4;I;2;CUIABA;MT;44075;0;0;0;8319;0;0;8319;0;0;0;0;0;64942;64942;0;73260;0;1769;75030;0;45050;120080
UNIPRIME SUL MS - COOPERATIVA DE CRÉDITO;37554441;b3S;S5;I;2;DOURADOS;MS;44075;26112;191;0;56024;0;2728;85055;0;0;0;50;0;0;50;0;85105;0;2975;88080;0;31962;120042
WESTERN ASSET DTVM LTDA. - PRUDENCIAL;1000083900;n2;S4;I;3;SAO PAULO;SP;44075;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27124;27124;0;91010;118134
INTL FCSTONE - PRUDENCIAL;1000084088;b2;S4;C;3;SAO PAULO;SP;44075;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;57414;57414;0;58822;116236
BCO LA PROVINCIA B AIRES BCE - PRUDENCIAL;1000081263;b1;S4;I;3;SAO PAULO;SP;44075;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9530;9530;0;105474;115004
COOPERATIVA DE CRÉDITO E ECONOMIA COM INTERAÇÃO SOLIDÁRIA DE XAVANTINA - CRESOL XAVANTINA;8055016;b3S;S5;I;2;XAVANTINA;SC;44075;8639;0;0;50576;0;0;59215;0;0;0;0;0;0;0;0;59215;0;38922;98137;0;16815;114952
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO – SICOOB COOPERAC;8071414;b3S;S5;I;2;RIBEIRAO PRETO;SP;44075;44730;0;0;52537;0;146;97413;0;0;0;0;0;0;0;0;97413;0;3603;101016;0;13743;114759
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DO PODER EXECUTIVO FEDERAL, DOS SERVIDORES DA SECRETARIA DE SAÚDE E DOS TRABALHADORES EM ENSINO DO DISTRITO FEDERAL LTDA.   SICOOB EXECUTIVO;694877;b3S;S5;I;2;BRASILIA;DF;44075;20972;0;0;42754;0;6;63732;0;0;0;0;0;0;0;14893;78625;0;4749;83374;0;31264;114638
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE GUARANI DAS MISSÕES - CRESOL GUARANI DAS MISSÕES;8488377;b3S;S5;I;2;GUARANI DAS MISSOES;RS;44075;10921;0;0;41434;0;0;52355;0;0;0;0;0;0;0;0;52355;0;49115;101470;0;12321;113791
COOPERATIVA DE CRÉDITO COOPCRED;53623781;b3S;S5;I;2;VALPARAISO;SP;44075;23821;0;0;37154;0;0;60975;0;0;8930;0;0;0;8930;0;69906;0;11047;80953;0;32077;113029
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE HUMAITÁ - CRESOL HUMAITÁ;5983995;b3S;S5;I;2;HUMAITA;RS;44075;10229;0;0;56100;0;0;66329;0;0;0;0;0;0;0;0;66329;0;35878;102208;0;10739;112946
COOPERATIVA DE CRÉDITO DA SERRA CATARINENSE - CREDICOMIN;9590601;b3S;S5;I;2;LAGES;SC;44075;24519;0;0;64745;0;0;89264;0;0;0;0;0;0;0;202;89466;0;5192;94658;0;17832;112490
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS E CATEGORIAS AFINS-UNICRED NITEROI LTDA;1090027;b3S;S5;I;2;NITEROI;RJ;44075;27855;0;0;54358;0;931;83145;0;0;0;0;0;0;0;0;83145;0;3346;86490;0;25240;111731
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DOS MÉDICOS E DEMAIS PROFISSIONAIS DA SAÚDE E LIVRE ADMISSÃO MINAS - ESPÍRITO SANTO LTDA. - UNICRED MINAS - ES;1110032;b3S;S5;I;2;VITORIA;ES;44075;26825;0;0;60731;0;0;87556;0;0;0;0;0;0;0;0;87556;0;6637;94193;0;17260;111453
COOPERATIVA DE CRÉDITO SICOOB COOPEMAR LTDA;4174720;b3S;S5;I;2;MAIRI;BA;44075;55799;0;0;37824;0;0;93624;0;0;0;0;0;0;0;0;93624;0;5063;98687;0;11788;110475
COOPERATIVA DE CRÉDITO SICREDI ALTO SERTÃO PARAIBANO - SICREDI ALTO SERTÃO PARAIBANO;9343038;b3S;S5;I;2;SOUSA;PB;44075;27266;0;0;41025;0;0;68291;0;0;0;0;0;0;0;4297;72588;0;4334;76922;0;33047;109968
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE CURITIBANOS - CRESOL CURITIBANOS;1155801;b3S;S5;I;2;CURITIBANOS;SC;44075;15429;0;0;37505;0;0;52933;0;0;0;0;0;0;0;0;52933;0;39986;92919;0;16119;109038
COOPERATIVA DE CRÉDITO DOS EMPREGADOS DO GRUPO VALLOUREC NO BRASIL - COOVALL LTDA.;64293582;b3S;S5;I;2;BELO HORIZONTE;MG;44075;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10132;10132;0;98641;108772
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E DEMAIS PROFISSIONAIS DE NÍVEL SUPERIOR DA ÁREA DE SAÚDE DE OURINHOS - OURICRED;2179673;b3S;S5;I;2;OURINHOS;SP;44075;17258;0;0;73798;0;73;91129;0;0;0;0;0;0;0;0;91129;0;1844;92973;0;15721;108695
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ITAJUBÁ LTDA - SICOOB SUL DE MINAS;4079285;b3S;S5;I;2;ITAJUBA;MG;44075;27368;0;0;57272;0;0;84640;0;1;0;0;0;0;1;3652;88293;0;5787;94080;0;14376;108456
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE WITMARSUM - CRESOL WITMARSUM;7465539;b3S;S5;I;2;WITMARSUM;SC;44075;8222;0;0;40979;0;0;49201;0;0;0;0;0;0;0;0;49201;0;39435;88636;0;17408;106044
GREENCRED - COOPERATIVA DE CREDITO DOS MEDICOS, DEMAIS CATEGORIAS AFINS E PROFESSORES DE ENSINO SUPERIOR DE CURITIBA, REGIAO METROPOLITANA E LITORAL;2347114;b3S;S5;I;2;CURITIBA;PR;44075;8240;0;0;56758;0;3308;68306;0;0;0;0;0;0;0;0;68306;0;12452;80758;0;25112;105871
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE SÃO SEBASTIÃO DO PARAÍSO LTDA. - SICOOB PARAÍSOCRED;1657678;b3S;S5;I;2;SAO SEBASTIAO DO PARAISO;MG;44075;24687;0;0;58972;0;0;83659;0;0;0;0;0;0;0;0;83659;0;2903;86563;0;18839;105402
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE GUARAMIRIM - CREVISC;10143743;b3S;S5;I;2;GUARAMIRIM;SC;44075;23371;0;0;43128;0;0;66499;0;0;0;0;0;0;0;10148;76647;0;3824;80471;0;24706;105177
COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE SAO JOAQUIM-CRESOL SÃO JOAQUIM;2766672;b3S;S5;I;2;SAO JOAQUIM;SC;44075;11217;0;0;41450;0;0;52667;0;0;0;0;0;0;0;0;52667;0;36234;88902;0;15307;104209
COOPERATIVA DE CRÉDITO RURAL - CREDICANA;44373041;b3S;S5;I;2;ASSIS;SP;44075;7040;0;0;82502;0;0;89542;0;0;0;0;0;0;0;0;89542;0;833;90375;0;13506;103880
COOPERATIVA DE CREDITO RURAL SEARA - CREDISEARA;204963;b3S;S5;I;2;SEARA;SC;44075;12742;0;0;53539;0;0;66281;0;0;0;0;0;0;0;10506;76787;0;11454;88241;0;15555;103795
COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS DA MAXION - CREDMAXION;58290800;b3S;S5;I;2;CRUZEIRO;SP;44075;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2010;2010;0;101782;103793
COOPERATIVA DE CRÉDITO MÚTUO DOS PROFISSIONAIS DE NÍVEL SUPERIOR DA SAÚDE, ARQUITETOS E URBANISTAS DE SETE LAGOAS E REGIÃO LTDA - UNICRED SETE LAGOAS;71163315;b3S;S5;I;2;SETE LAGOAS;MG;44075;21426;0;0;61217;0;0;82643;0;0;0;0;0;0;0;0;82643;0;2117;84760;0;18490;103250
COOPERATIVA DE CRÉDITO CREDIESMERALDAS LTDA. – SICOOB CREDIESMERALDAS;68512748;b3S;S5;I;2;ESMERALDAS;MG;44075;40582;0;0;43804;0;0;84386;0;0;0;0;0;0;0;0;84386;0;3253;87639;0;15478;103117
COOPERATIVA DE CRÉDITO DOS INTEGRANTES DO MINISTÉRIO PÚBLICO E DO PODER JUDICIÁRIO NOS ESTADOS DO AMAPÁ E CEARÁ E LIVRE ADMISSÃO NO ESTADO DO PARÁ - SICOOB COIMPPA;84156470;b3S;S5;I;2;BELEM;PA;44075;15618;0;0;20381;0;0;35999;0;0;0;0;0;0;0;0;35999;0;5280;41279;0;61827;103106
COOPERATIVA DE CRÉDITO RURAL E ECONOMIA COM INTERAÇÃO SOLIDÁRIA DE ARATIBA – CRESOL ARATIBA;4565791;b3S;S5;I;2;ARATIBA;RS;44075;6932;0;0;54168;0;0;61100;0;0;0;0;0;0;0;0;61100;0;32256;93355;0;9431;102787
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE TANGARÁ - CRESOL TANGARÁ;7946451;b3S;S5;I;2;TANGARA;SC;44075;9785;0;0;46972;0;0;56757;0;0;0;0;0;0;0;0;56757;0;34889;91647;0;11015;102661
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE CAÇADOR   SICOOB CAÇADOR SC;86791837;b3S;S5;I;2;CACADOR;SC;44075;25870;0;0;53725;0;32;79626;0;308;892;0;0;0;1199;69;80895;0;6896;87791;0;14725;102516
BOLETOBANCARIO.COM TEC PAGAMENTOS - PRUDENCIAL;1000085094;n4;;I;2;CURITIBA;PR;44075;0;0;0;0;90977;0;90977;0;0;0;0;0;0;0;0;90977;0;7949;98925;0;3499;102424
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DE LIVRE ADMISSÃO DE ARARAQUARA E REGIÃO - SICOOB;53236808;b3S;S5;I;2;ARARAQUARA;SP;44075;32461;0;0;50816;0;280;83557;0;0;0;0;0;0;0;0;83557;0;3921;87478;0;14820;102297
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS TRABALHADORES DO GRUPO SÃO MARTINHO   USICRED;2562412;b3S;S5;I;2;PRADOPOLIS;SP;44075;0;0;0;3647;0;0;3647;0;0;0;0;0;0;0;0;3647;0;1382;5029;0;96835;101865
COOPERATIVA DE CRÉDITO CREDICAMPINA LTDA. - SICOOB CREDICAMPINA;1609345;b3S;S5;I;2;CAMPINA VERDE;MG;44075;23512;0;0;34794;0;0;58306;0;0;1976;0;0;0;1976;0;60282;0;22635;82917;0;16456;99373
SITA SCCVM S.A. - PRUDENCIAL;1000082743;n2;S4;I;2;BELO HORIZONTE;MG;44075;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2466;37459;39925;0;59215;99140
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE PIRACANJUBA LTDA;5222094;b3S;S5;I;2;PIRACANJUBA;GO;44075;34511;0;0;21535;0;0;56046;0;0;5228;0;0;0;5228;3080;64355;0;14580;78936;0;20121;99057
QI SCD - PRUDENCIAL;1000084882;n1;S5;C;2;SAO PAULO;SP;44075;0;0;0;0;91451;0;91451;0;0;0;0;0;0;0;0;91451;0;1020;92471;0;5818;98289
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DO VALE DAS ANTAS LTDA. - UNICRED VALE DAS ANTAS;94243839;b3S;S5;I;2;CASCA;RS;44075;13464;0;0;63783;0;0;77247;0;0;0;0;0;0;0;0;77247;0;1451;78698;0;18470;97168
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO EMPREENDEDORES - SICREDI EMPREENDEDORES PR;7070495;b3S;S5;I;2;CURITIBA;PR;44075;22950;0;930;54697;0;5;78581;0;0;0;0;0;0;0;395;78977;0;8671;87648;0;9405;97053
COOPERATIVA DE CRÉDITO RURAL DE SÃO MIGUEL DO OESTE - SULCREDI/SÃO MIGUEL;8253539;b3S;S5;I;2;SAO MIGUEL D'OESTE;SC;44075;21385;0;0;55584;0;0;76969;0;0;0;0;0;0;0;6632;83601;0;1228;84829;0;12211;97040
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DO GRUPO PÃO DE AÇÚCAR;46277273;b3S;S5;I;2;SAO PAULO;SP;44075;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14302;14302;0;82705;97007
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE ALFREDO WAGNER - CRESOL ALFREDO WAGNER;5494591;b3S;S5;I;2;ALFREDO WAGNER;SC;44075;7646;0;0;29960;0;0;37606;0;0;0;0;0;0;0;0;37606;0;47673;85279;0;11335;96614
UNICRED COSTA DO SOL RJ – COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO LTDA.;39231527;b3S;S5;I;2;MACAE;RJ;44075;21679;0;0;57553;0;386;79619;0;0;0;0;0;0;0;0;79619;0;1844;81463;0;14883;96346
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE JARAGUÁ DO SUL E REGIÃO - SICOOB CEJASCRED;12384953;b3S;S5;I;2;JARAGUA DO SUL;SC;44075;23627;0;0;56565;0;0;80192;0;0;0;0;0;0;0;73;80265;0;2040;82305;0;13371;95676
PARMETAL DTVM LTDA - PRUDENCIAL;1000084019;n2;S4;I;2;SAO PAULO;SP;44075;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;73194;73194;0;22321;95515
COOPERATIVA DE CREDITO DE ITAPAGIPE LTDA - SICOOB ITAPAGIPE;71506513;b3S;S5;I;2;ITAPAGIPE;MG;44075;17774;0;0;29366;0;0;47140;0;0;1007;0;0;0;1007;0;48147;0;18623;66770;0;28451;95221
JBCRED S.A. SCFI - PRUDENCIAL;1000083137;n1;S5;I;2;SAO PAULO;SP;44075;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4748;4748;0;90250;94998
COOPERATIVA DE CREDITO DE LIVRE ADMISSÃO DA REGIÃO SUDESTE DE MINAS GERAIS LTDA. - SICOOB CREDISUCESSO;42887133;b3S;S5;I;2;BOM SUCESSO;MG;44075;33372;0;0;46308;0;690;80370;0;0;736;0;0;0;736;0;81106;0;2762;83868;0;10715;94584
COOPERATIVA DE CRÉDITO E INVESTIMENTOS DE RONDÔNIA – SICOOB CREDJURD;4751713;b3S;S5;I;2;PORTO VELHO;RO;44075;58371;0;0;3515;0;9;61895;0;0;0;0;0;0;0;0;61895;0;2089;63984;0;29078;93061
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO OESTE MARANHENSE - SICOOB OESTE MARANHENSE;9424988;b3S;S5;I;2;ACAILANDIA;MA;44075;44320;0;0;25775;0;0;70094;0;0;0;0;0;0;0;0;70094;0;7186;77281;0;14945;92226
COOPERATIVA DE ECONOMIA E CREDITO MUTUO SICOOB COOPERCREDI - SP;915950;b3S;S5;I;2;SAO PAULO;SP;44075;8084;0;0;15519;0;0;23603;0;0;0;0;0;0;0;0;23603;0;2862;26464;0;65495;91960
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DA ÁREA NOTARIAL E REGISTRAL - COOPNORE;7714057;b3S;S5;I;2;PORTO ALEGRE;RS;44075;30878;0;0;49882;0;0;80760;0;0;0;0;0;0;0;0;80760;0;5034;85795;0;5896;91691
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO ATACADÃO;52046299;b3S;S5;I;2;SAO PAULO;SP;44075;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4429;4429;0;86676;91105
COOPERATIVA DE CRÉDITO NORTE SUL DA BAHIA LTDA - SICOOB NORTE SUL;2876918;b3S;S5;I;2;GANDU;BA;44075;29670;0;0;44522;0;38;74230;0;0;933;0;0;0;933;0;75163;0;2027;77190;0;13572;90762
COOPERATIVA DE CRÉDITO RURAL E ECONOMIA COM INTERAÇÃO SOLIDÁRIA DE JACUTINGA - CRESOL JACUTINGA;2904125;b3S;S5;I;2;JACUTINGA;RS;44075;8767;0;0;35432;0;0;44199;0;0;0;0;0;0;0;0;44199;0;36180;80379;0;10232;90611
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO SERTÃO DE MINAS GERAIS LTDA. - SICOOB SERTÃO MINAS;1667352;b3S;S5;I;2;PIRAPORA;MG;44075;32833;0;0;30615;0;0;63449;0;0;2487;0;0;0;2487;1598;67534;0;7512;75046;0;14841;89887
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO CENTRO SUL DE MATO GROSSO DO SUL – SICOOB CENTRO SUL MS;10319386;b3S;S5;I;2;DOURADOS;MS;44075;24725;0;0;43661;0;0;68385;0;0;0;0;0;0;0;380;68765;0;3057;71823;0;18016;89838
BCO CEDULA S.A. - PRUDENCIAL;1000081469;b1;S4;I;2;RIO DE JANEIRO;RJ;44075;3050;0;0;53035;0;0;56085;0;0;0;0;0;0;0;0;56085;112;503;56700;0;32841;89541
COOPERATIVA DE CREDITO CREDLIDER - SICOOB CREDLIDER;5463934;b3S;S5;I;2;VOTUPORANGA;SP;44075;23886;0;0;37854;0;0;61740;0;0;0;0;0;0;0;0;61740;0;10508;72247;0;16400;88647
COOPERATIVA DE CRÉDITO RURAL DOS FORNECEDORES DE CANA DA REGIÃO DE CATANDUVA-COFOCRED;49654502;b3S;S5;I;2;CATANDUVA;SP;44075;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6963;6963;0;80632;87594
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO ESTADO DO PARÁ - SICOOB COOESA;83836114;b3S;S5;I;2;BELEM;PA;44075;37175;0;0;30856;0;3;68034;0;0;0;0;0;0;0;0;68034;0;4560;72594;0;14867;87460
COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE GETULIO VARGAS-CRESOL GETÚLIO VARGAS;5241145;b3S;S5;I;2;GETULIO VARGAS;RS;44075;8012;0;0;36285;0;0;44298;0;0;0;0;0;0;0;0;44298;0;32876;77174;0;10145;87319
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DOS MILITARES ESTADUAIS DO RIO GRANDE DO SUL – SICREDI MIL RS;3212823;b3S;S4;I;2;PORTO ALEGRE;RS;44075;9174;0;669;54602;0;504;64949;0;0;0;0;0;0;0;0;64949;0;6946;71896;0;15058;86953
SOLIDEZ CCTVM LTDA. - PRUDENCIAL;1000082925;n2;S4;I;2;SAO PAULO;SP;44075;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;74369;74369;0;12214;86583
UNIPRIME PAULISTA-COOPERATIVA DE CRÉDITO;74220948;b3S;S5;I;2;PRESIDENTE PRUDENTE;SP;44075;7211;13;0;66387;0;1577;75189;0;0;0;0;0;0;0;0;75189;0;1183;76372;0;9480;85851
BECKER FINANCEIRA S.A. - CFI;1000084507;n1;S5;I;2;CERRO LARGO;RS;44075;0;0;0;2619;0;0;2619;0;0;0;0;0;37042;37042;0;39662;0;7694;47355;0;38181;85536
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE CAPITÓLIO LTDA   SICOOB CREDICAPI;804046;b3S;S5;I;2;CAPITOLIO;MG;44075;20014;0;0;35963;0;0;55977;0;420;2771;0;0;0;3190;0;59168;0;9366;68534;0;15363;83897
