Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Qt_Clientes;Qt_Operações;
COOPERATIVA DE ECONOMIA E CRÉDITO MUTUO DOS MEDICOS E DEMAIS PROFISSIONAIS DE NIVEL SUPERIOR DA AREA DE SAUDE DE SALVADOR E REGIAO METROPOLITANA LTDA - SICOOB CREDMED;7440317;b3S;I;2;;9;SALVADOR;BA;01/06/2013;442;1543;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS TRABALHADORES DA CIA. DE PROCESSAMENTO DE DADOS DO ESTADO DE SÃO PAULO - CREDIPRODESP;67915868;b3S;I;2;;9;TABOAO DA SERRA;SP;01/06/2013;442;776;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DA ÁREA NOTARIAL E REGISTRAL DO RIO GRANDE DO SUL E SANTA CATARINA;7714057;b3S;I;2;;9;PORTO ALEGRE;RS;01/06/2013;441;711;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MAGISTRADOS, MEMBROS DO MINISTÉRIO PÚBLICO, DEFENSORES PÚBLICOS E SERVIDORES DO PODER JUDICIÁRIO NO ESTADO DO CEARÁ - COOPERJURIS;8041950;b3S;I;2;;9;FORTALEZA;CE;01/06/2013;441;567;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS ENGENHEIROS DE BELO HORIZONTE E REGIÃO METROPOLITANA DE BELO HORIZONTE LTDA. - SICOOB ENGECRED;2606305;b3S;I;2;;9;BELO HORIZONTE;MG;01/06/2013;440;1761;
COOPCRED-COOPERATIVA DE CRÉDITO DOS FORNECEDORES DE CANA E AGROPECUARISTAS DA REGIÃO OESTE PAULISTA;53623781;b3S;I;2;;9;VALPARAISO;SP;01/06/2013;439;1859;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES PÚBLICOS, EMPRESÁRIOS E PROFISSIONAIS LIBERAIS DA REGIÃO METROPOLITANA OESTE DA CAPITAL DE SÃO PAULO - SICOOB OZAZCRED;5310083;b3S;I;2;;9;OSASCO;SP;01/06/2013;438;767;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA MAGNESITA REFRATÁRIOS S.A. LTDA. - CECREM;913314;b3S;I;2;;9;CONTAGEM;MG;01/06/2013;437;590;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA AFFINIA;9128022;b3S;I;2;;9;OSASCO;SP;01/06/2013;437;692;
COOPERATIVA DE CRÉDITO RURAL CAZOLA - SICOOB CREDICAZOLA;315406;b3S;I;2;;9;LUCELIA;SP;01/06/2013;436;7028;
COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE LINDOESTE - CRESOL LINDOESTE;3013889;b3S;I;2;;9;LINDOESTE;PR;01/06/2013;436;1453;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO SERVIDORES PÚBLICOS ATIVOS, INATIVOS E PENSIONISTAS DA ADMINISTRAÇÃO DIRETA, INDIRETA E ASSEMBLÉIA LEGISLATIVA DO ESTADO DO RIO GRANDE SUL - COOPSERGS;5591437;b3S;I;2;;9;PORTO ALEGRE;RS;01/06/2013;436;1435;
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE TREZE DE MAIO - CRESOL TREZE DE MAIO;9330158;b3S;I;2;;9;TREZE DE MAIO;SC;01/06/2013;436;1074;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA DANA;50654300;b3S;I;2;;9;OSASCO;SP;01/06/2013;435;490;
COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS E SERVIDORES DA DERSA, SECRETARIA ESTADUAL DE LOGÍSTICA E TRANSPORTES E ÓRGÃOS SUBORDINADOS DO ESTADO DE SÃO PAULO - COOPTRANSP;66555665;b3S;I;2;;9;SAO PAULO;SP;01/06/2013;434;1192;
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE ITUPORANGA - CRESOL ITUPORANGA;7507647;b3S;I;2;;9;ITUPORANGA;SC;01/06/2013;433;913;
COOPERATIVA DE CRÉDITO DOS MAGISTRADOS, SERVIDORES DA JUSTIÇA DO ESTADO DE GOIÁS E EMPREGADOS DA CELG LTDA.;9552111;b3S;I;2;;9;GOIANIA;GO;01/06/2013;432;1150;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA COELBA E DA CHESF LTDA.   SICOOB COPELBA;86784089;b3S;I;2;;9;SALVADOR;BA;01/06/2013;431;668;
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS FUNCIONARIOS DA GKN DO BRASIL LTDA;5331882;b3S;I;2;;9;PORTO ALEGRE;RS;01/06/2013;429;576;
COOPERATIVA DE CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA PERPART E DO IPA - COOPEMATER;11356599;b3S;I;2;;9;RECIFE;PE;01/06/2013;429;610;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DO GRUPO ALCOA EM PERNAMBUCO;8931800;b3S;I;2;;9;ITAPISSUMA;PE;01/06/2013;428;583;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA DANA INDÚSTRIAS;91018408;b3S;I;2;;9;GRAVATAI;RS;01/06/2013;428;562;
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE INDAIAL - SC;8083363;b3S;I;2;;9;INDAIAL;SC;01/06/2013;426;3804;
COOPERATIVA DE CRÉDITO RURAL COSTA DO DENDÊ - ASCOOB COSTA DO DENDÊ;3087263;b3S;I;2;;9;TAPEROA;BA;01/06/2013;423;860;
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MAGISTRADOS, MEMBROS DO MINISTÉRIO PÚBLICO E PROFISSIONAIS DO DIREITO CATARINENSES LTDA - COOMARCA;4355489;b3S;I;2;;9;FLORIANOPOLIS;SC;01/06/2013;423;800;
UNICREF - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA UNIMED DE MANAUS LTDA.;34503581;b3S;I;2;;9;MANAUS;AM;01/06/2013;423;538;
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE PIMENTA LTDA. - SICOOB CREDIPIMENTA;42934794;b3S;I;2;;9;PIMENTA;MG;01/06/2013;423;1664;
COOPERATIVA DE ECONOMIA E CREDITO MUTUO  DOS CORRETORES DE SEGUROS DE PORTO ALEGRE;2999687;b3S;I;2;;9;PORTO ALEGRE;RS;01/06/2013;422;1533;
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE SANTA TEREZINHA DO PROGRESSO - CRESOL SANTA TEREZINHA DO PROGRESSO;8652872;b3S;I;2;;9;SANTA TEREZINHA DO PROGRESSO;SC;01/06/2013;421;1065;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA ALCOA ALUMÍNIO S/A E EMPRESAS SUBSIDIÁRIAS EM POÇOS DE CALDAS LTDA. - CREDIAL;18625152;b3S;I;2;;9;POCOS DE CALDAS;MG;01/06/2013;420;803;
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO VALE DO RIO GRANDE LTDA. - SICOOB UBERABA;25683475;b3S;I;2;;9;UBERABA;MG;01/06/2013;420;2646;
COOPERATIVA DE CRÉDITO DOS BANCÁRIOS DE SÃO PAULO E MUNICÍPIOS LIMÍTROFES;3422007;b3S;I;2;;9;SAO PAULO;SP;01/06/2013;419;5186;
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE ITATIBA DO SUL - CRESOL ITATIBA DO SUL;5745533;b3S;I;2;;9;ITATIBA DO SUL;RS;01/06/2013;417;1132;
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE SÃO MIGUEL DO IGUAÇU - CRESOL SÃO MIGUEL DO IGUAÇU;11969853;b3S;I;2;;9;SAO MIGUEL DO IGUACU;PR;01/06/2013;417;1583;
COOPERATIVA DE CRÉDITO MÚTUO DOS DENTISTAS E DEMAIS PROFISSIONAIS DA SAÚDE DE SÃO CARLOS - SICREDI SÃO CARLOS SP;4853988;b3S;I;2;;9;SAO CARLOS;SP;01/06/2013;415;1617;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPRESÁRIOS DA INDÚSTRIA E DO COMÉRCIO DE BENS E SERVIÇOS DA REGIÃO METROPOLITANA, ZONA DA MATA E AGRESTE DO ESTADO DE PERNAMBUCO LTDA.- UNICRED EMPRESARIAL;7858553;b3S;I;2;;9;RECIFE;PE;01/06/2013;414;1020;
COOPERATIVA DE CREDITO DE MENDES LTDA;28572261;b3S;I;2;;9;MENDES;RJ;01/06/2013;413;2372;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E PROFISSIONAIS DA ÁREA DE SAÚDE DE SÃO PAULO - SICOOB GRANDE SÃO PAULO;69181709;b3S;I;2;;9;SAO PAULO;SP;01/06/2013;413;2658;
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS TRABALHADORES DO GRUPO EMPRESARIAL ITATIAIA LTDA. - COOPERITA;20177390;b3S;I;2;;9;UBA;MG;01/06/2013;410;768;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS, PROFISSIONAIS DA SAÚDE E PROFISSIONAIS LIBERAIS DA REGIÃO DA FRONTEIRA LTDA - UNICRED REGIÃO DA FRONTEIRA;1705236;b3S;I;2;;9;SANTANA DO LIVRAMENTO;RS;01/06/2013;409;1278;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DAS EMPRESAS SIDERÚRGICAS, METALÚRGICAS E ELETRO-MECÂNICAS DE JOÃO MONLEVADE LTDA. - CREDIBELGO;24235459;b3S;I;2;;9;JOAO MONLEVADE;MG;01/06/2013;408;514;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E DEMAIS  PROFISSIONAIS DE NÍVEL SUPERIOR DA SAÚDE DE RIO BRANCO LTDA.;1608685;b3S;I;2;;9;RIO BRANCO;AC;01/06/2013;407;979;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA MAXION LTDA.;44378586;b3S;I;2;;9;CONTAGEM;MG;01/06/2013;404;1474;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DAS INDÚSTRIAS UNILEVER DO BRASIL;53272365;b3S;I;2;;9;VALINHOS;SP;01/06/2013;403;758;
COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE SANTA IZABEL DO OESTE - CRESOL SANTA IZABEL DO OESTE;5276770;b3S;I;2;;9;SANTA IZABEL DO OESTE;PR;01/06/2013;402;1560;
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE SANTA LÚCIA - CRESOL SANTA LÚCIA;7268499;b3S;I;2;;9;SANTA LUCIA;PR;01/06/2013;402;1365;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA ELGIN;45045671;b3S;I;2;;9;MOGI DAS CRUZES;SP;01/06/2013;402;875;
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE SÃO FRANCISCO DE SALES LTDA.- SICOOB CREDICOOPERTRIL;1374196;b3S;I;2;;9;SAO FRANCISCO DE SALES;MG;01/06/2013;400;1469;
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE NOVA ESPERANÇA DO SUDOESTE - CRESOL NOVA ESPERANÇA DO SUDOESTE;7926510;b3S;I;2;;9;NOVA ESPERANCA DO SUDOESTE;PR;01/06/2013;400;1079;
COOPERATIVA DE CRÉDITO MÚTUO DOS SERVIDORES DE ÓRGAOS GESTORES DE RECURSOS HÍDRICOS DO ESTADO DE SÃO PAULO - COOPERHIDRO;53800488;b3S;I;2;;9;SAO PAULO;SP;01/06/2013;400;763;
COOPERATIVA DE CRÉDITO MÚTUO DOS SERVIDORES MUNICIPAIS DE BEBEDOURO - COOCRESB.;5969937;b3S;I;2;;9;BEBEDOURO;SP;01/06/2013;399;704;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA MERCK SHARP E DOHME FARMACEUTICA -  COOPERMERCK;2814832;b3S;I;2;;9;SAO PAULO;SP;01/06/2013;397;719;
COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE IPUMIRIM - CRESOL IPUMIRIM;5427501;b3S;I;2;;9;IPUMIRIM;SC;01/06/2013;397;1043;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPRESÁRIOS DO DISTRITO FEDERAL LTDA - SICOOB EMPRESARIAL;5856736;b3S;I;2;;9;BRASILIA;DF;01/06/2013;397;2087;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA ASTRAZENECA DO BRASIL;1288797;b3S;I;2;;9;COTIA;SP;01/06/2013;396;408;
COOPERATIVA DE ECONOMIA E CREDITO MÚTUO DOS MÉDICOS DO PLANALTO MÉDIO DO RIO GRANDE DO SUL LTDA - CREDIPLAN;97259253;b3S;I;2;;9;PASSO FUNDO;RS;01/06/2013;396;894;
COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS EM INSTITUIÇÕES DO SISTEMA FINANCEIRO NAS REGIÕES DE SÃO PAULO E CAMPINAS (SP) - CREDISCOOP;3674133;b3S;I;2;;9;SAO PAULO;SP;01/06/2013;394;3137;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DA SAÚDE DE DOURADOS - UNIPRIME DOURADOS;37554441;b3S;I;2;;9;DOURADOS;MS;01/06/2013;394;1073;
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE PALMEIRAS E REGIÃO LTDA.;37631058;b3S;I;2;;9;PALMEIRAS DE GOIAS;GO;01/06/2013;390;1732;
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO VALE RIO CRIXÁS LTDA.;7108146;b3S;I;2;;9;CRIXAS;GO;01/06/2013;387;1438;
COOPERATIVA DE CREDITO MUTUO DOS INTEGRANTES DA MAGISTRATURA E DO MINISTERIO PUBLICO NO ESTADO DO PARANA - SICREDI CREDJURIS;4886317;b3S;I;2;;9;CURITIBA;PR;01/06/2013;384;919;
COOPERATIVA DE CRÉDITO DE MONTE CARMELO E REGIÃO LTDA. - SICOOB MONTECREDI;71392047;b3S;I;2;;9;MONTE CARMELO;MG;01/06/2013;382;2324;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA FACULDADE DE CIÊNCIAS AGRÁRIAS E VETERINÁRIAS - CAMPUS DE JABOTICABAL/SP - SICOOB COOPERFAC;57259525;b3S;I;2;;9;JABOTICABAL;SP;01/06/2013;381;1849;
COOPERATIVA DE CRÉDITO RURAL ASCOOB PARAGUASSU;4588258;b3S;I;2;;9;GOVERNADOR MANGABEIRA;BA;01/06/2013;376;751;
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE CASTRO - CRESOL CASTRO;7407136;b3S;I;2;;9;CASTRO;PR;01/06/2013;376;1292;
SICOOB CREDINOVA - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FABRICANTES DE CALÇADOS DE NOVA SERRANA LTDA.;1667766;b3S;I;2;;9;NOVA SERRANA;MG;01/06/2013;375;15597;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS COMERCIANTES DE CONFECÇÕES DO SERTÃO DE MINAS GERAIS LTDA. - SICOOB SERTÃO MINAS;1667352;b3S;I;2;;9;PIRAPORA;MG;01/06/2013;373;1797;
COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE MANGUEIRINHA - CRESOL MANGUEIRINHA;2961072;b3S;I;2;;9;MANGUEIRINHA;PR;01/06/2013;373;1275;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E DEMAIS PROFISSIONAIS DA SAÚDE, ENGENHARIA, ARQUITETURA, CONTABILIDADE, ADMINISTRAÇÃO E ECONOMIA DE ERECHIM LTDA.;1572667;b3S;I;2;;9;ERECHIM;RS;01/06/2013;372;933;
COOPERATIVA DE CRÉDITO RURAL DO EXTREMO OESTE DE SÃO PAULO;5463934;b3S;I;2;;9;VOTUPORANGA;SP;01/06/2013;369;3237;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SECURITARIOS, DOS CORRETORES DE SEGUROS E DE CAPITALIZACAO DO RIO DE JANEIRO LTDA.;3930587;b3S;I;2;;9;RIO DE JANEIRO;RJ;01/06/2013;366;789;
COOPERATIVA DE ECONOMIA E CREDITO MUTUO JOHN F. KENNEDY LTDA;33735192;b3S;I;2;;9;RIO DE JANEIRO;RJ;01/06/2013;366;534;
CREDFAZ MANAUS - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA SECRETARIA DA FAZENDA DO ESTADO DO AMAZONAS EM MANAUS LTDA;5580585;b3S;I;2;;9;MANAUS;AM;01/06/2013;364;909;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA RECKITT BENCKISER;44223196;b3S;I;2;;9;SAO PAULO;SP;01/06/2013;364;549;
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ANÁPOLIS E REGIÃO LTDA;33615055;b3S;I;2;;9;ANAPOLIS;GO;01/06/2013;363;3199;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS COMERCIANTES DE ARCOS LTDA - SICOOB ARCOMCREDI;71230338;b3S;I;2;;9;ARCOS;MG;01/06/2013;363;3321;
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE SÃO JOÃO - CRESOL SÃO JOÃO;7557462;b3S;I;2;;9;SAO JOAO;PR;01/06/2013;362;1088;
COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE RENASCENÇA - CRESOL RENASCENÇA;4350225;b3S;I;2;;9;RENASCENCA;PR;01/06/2013;360;1120;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPRESÁRIOS DA REGIÃO METROPOLITANA DE NATAL - CREDCOM-RN;8802775;b3S;I;2;;9;NATAL;RN;01/06/2013;360;842;
COOMAMP COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO MEMBROS DE INSTITUIÇÕES PÚBLICAS CARREIRAS JURÍDICAS E SERVIDORES PÚBLICOS FEDERAIS, ESTADUAIS E MUNICIPAIS EM SÃO LUIS/MA E MUNICÍPIOS CIRCUNVIZINHOS;5545390;b3S;I;2;;9;SAO LUIS;MA;01/06/2013;358;728;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E DEMAIS PROFISSIONAIS DE SAÚDE DE NÍVEL SUPERIOR DE UBERABA;71432926;b3S;I;2;;9;UBERABA;MG;01/06/2013;358;1041;
COOPERATIVA DE CRÉDITO RURAL DA REGIÃO DA PRÉ-AMAZÔNIA - SICOOB CREDIMA;9424988;b3S;I;2;;9;ACAILANDIA;MA;01/06/2013;357;2264;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E PROFISSIONAIS DA SAÚDE DA REGIÃO DE CARATINGA, MANHUAÇU E CARANGOLA LTDA. - SICOOB PROFISSIONAIS DA SAÚDE;71261184;b3S;I;2;;9;CARATINGA;MG;01/06/2013;357;2002;
COOPERATIVA DE CRÉDITO MÚTUO DOS POLICIAIS FEDERAIS E SERVIDORES DA UNIÃO NO CEARÁ - FEDERALCRED;3620772;b3S;I;2;;9;FORTALEZA;CE;01/06/2013;355;1678;
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS E DEMAIS PROFISSIONAIS DA SAUDE DE BAGE LTDA;2463485;b3S;I;2;;9;BAGE;RS;01/06/2013;354;776;
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE ENÉAS MARQUES - CRESOL ENÉAS MARQUES;8812388;b3S;I;2;;9;ENEAS MARQUES;PR;01/06/2013;354;998;
COOPERATIVA DE CRÉDITO RURAL DOS PRODUTORES DE LEITE DO VALE DO RIO GRANDE LTDA - SICOOB CREDILEITE;86585049;b3S;I;2;;9;UBERABA;MG;01/06/2013;351;1511;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS E SERVIDORES DOS ÓRGÃOS DO SETOR PÚBLICO PRODUTIVO DO ESTADO DO PARÁ LTDA. - COOPEMATER;34600668;b3S;I;2;;9;BELEM;PA;01/06/2013;350;504;
COOPERATIVA DE CRÉDITO MÚTUO DOS SERVIDORES DO INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DA PARAÍBA   SICOOB COOPERCRET;2275781;b3S;I;2;;9;JOAO PESSOA;PB;01/06/2013;349;1012;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPRESÁRIOS DE RIBEIRÃO PRETO E REGIÃO - SICOOB COOPERAC;8071414;b3S;I;2;;9;RIBEIRAO PRETO;SP;01/06/2013;348;3940;
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO SATELFORTE DE GOIÂNIA E ENTORNO LTDA.;97360804;b3S;I;2;;9;GOIANIA;GO;01/06/2013;348;1406;
COOPERATIVA DE CRÉDITO DOS EMPRESÁRIOS DE GOIÂNIA LTDA.;4406371;b3S;I;2;;9;GOIANIA;GO;01/06/2013;346;5062;
COOPERATIVA DE CRÉDITO DOS FUNCIONÁRIOS DA TORTUGA;2498151;b3S;I;2;;9;SAO PAULO;SP;01/06/2013;342;471;
COOPERATIVA DE CRÉDITO RURAL DO AGRESTE ALAGOANO - COOPERAGRE;8482873;b3S;I;2;;9;IGACI;AL;01/06/2013;342;594;
COOPERATIVA DE CRÉDITO RURAL DE CACOAL LTDA;3612764;b3S;I;2;;9;CACOAL;RO;01/06/2013;339;1274;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS LOJISTAS DO VESTUÁRIO E CONFECÇÕES DE CUIABÁ - SICOOB COOPERLOJA;4019608;b3S;I;2;;9;CUIABA;MT;01/06/2013;339;2266;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA CNC SESC SENAC LTDA.;30304919;b3S;I;2;;9;RIO DE JANEIRO;RJ;01/06/2013;339;391;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA ANDORINHA - COFASA;64761471;b3S;I;2;;9;PRESIDENTE PRUDENTE;SP;01/06/2013;339;572;
COOPERATIVA DE CRÉDITO MÚTUO DOS FUNCIONÁRIOS PÚBLICOS DO PODER JUDICIÁRIO DA CAPITAL DO ESTADO DE SÃO PAULO - JUDCRED;7651495;b3S;I;2;;9;SAO PAULO;SP;01/06/2013;338;443;
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE RIO BRANCO DO SUL - CRESOL RIO BRANCO DO SUL;10512171;b3S;I;2;;9;RIO BRANCO DO SUL;PR;01/06/2013;335;978;
COOPERATIVA DE CREDITO RURAL HORIZONTES NOVOS DE CANGUCU - CREHNOR SUL;5132104;b3S;I;2;;9;CANGUCU;RS;01/06/2013;334;419;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA SELENE;72952138;b3S;I;2;;9;CERQUILHO;SP;01/06/2013;333;585;
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE CLEVELÂNDIA - CRESOL CLEVELÂNDIA;8801139;b3S;I;2;;9;CLEVELANDIA;PR;01/06/2013;332;916;
COOPERATIVA DE CRÉDITO DOS EMPREGADOS DAS EMPRESAS DO GRUPPO M&G NO BRASIL;62605290;b3S;I;2;;9;POCOS DE CALDAS;MG;01/06/2013;332;363;
COOPERATIVA DE CRÉDITO MÚTUO DOS TRABALHADORES DO SETOR AEROESPACIAL DE SÃO JOSE DOS CAMPOS - COSAE;8227676;b3S;I;2;;9;SAO JOSE DOS CAMPOS;SP;01/06/2013;331;1069;
COOPERATIVA DE CRÉDITO MÚTUO DOS SERVIDORES DA ASSEMBLEIA LEGISLATIVA DO ESTADO DE SÃO PAULO - COOPERALESP;4791645;b3S;I;2;;9;SAO PAULO;SP;01/06/2013;329;374;
COOPERATIVA DE CRÉDITO DOS PEQUENOS EMPRESÁRIOS, MICROEMPRESÁRIOS E MICROEMPREENDEDORES DO NORTE DE MINAS LTDA - SICOOB CREDINOSSO;6324872;b3S;I;2;;9;MONTES CLAROS;MG;01/06/2013;329;2675;
AGÊNCIA DE FOMENTO DE ALAGOAS S/A - AFAL;10769660;n1;I;1;;30;MACEIO;AL;01/06/2013;329;355;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS CONTABILISTAS E CORRETORES DE SEGUROS DA GRANDE BELO HORIZONTE LTDA. - SICOOB CREDITABIL;2217068;b3S;I;2;;9;BELO HORIZONTE;MG;01/06/2013;324;1362;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DO  INSTITUTO NACIONAL DO SEGURO SOCIAL NA PARAÍBA - COOPREV LTDA;1825968;b3S;I;2;;9;JOAO PESSOA;PB;01/06/2013;322;1149;
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE SÃO JOÃO DO SUL - CRESOL SÃO JOÃO DO SUL;9488496;b3S;I;2;;9;SAO JOAO DO SUL;SC;01/06/2013;322;726;
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE BELA VISTA DA CAROBA - CRESOL BELA VISTA DA CAROBA;7312152;b3S;I;2;;9;BELA VISTA DA CAROBA;PR;01/06/2013;321;1102;
SICOOB CREDIMONTES - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS COMERCIANTES DE CONFECÇÕES DE MONTES CLAROS LTDA.;2031139;b3S;I;2;;9;MONTES CLAROS;MG;01/06/2013;320;10101;
COOPERATIVA DE CRÉDITO RURAL DE ALTEROSA LTDA - SICOOB COOPEROSA;71437123;b3S;I;2;;9;ALTEROSA;MG;01/06/2013;320;1828;
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE JACINTO MACHADO - CRESOL JACINTO MACHADO;9463721;b3S;I;2;;9;JACINTO MACHADO;SC;01/06/2013;319;717;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA ACUMENT BRASIL;45068632;b3S;I;2;;9;ATIBAIA;SP;01/06/2013;316;669;
COOPERATIVA DE CRÉDITO RURAL DE JARU LTDA.;4685303;b3S;I;2;;9;JARU;RO;01/06/2013;315;5174;
COOPERATIVA DE CRÉDITO EMPRESARIAL DO VALE SAO PATRICIO LTDA;7502031;b3S;I;2;;9;GOIANESIA;GO;01/06/2013;313;4480;
COOPERATIVA DE CRÉDITO POPULAR DE GRAVATÁ - SICOOB COOPERCRÉDITO;10350684;b3S;I;2;;9;GRAVATA;PE;01/06/2013;313;654;
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DA REGIÃO DA NOVA ALTA PAULISTA - SICREDI NOVA ALTA PAULISTA SP;11094093;b3S;I;2;;9;DRACENA;SP;01/06/2013;310;879;
