Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total da Carteira de Pessoa Jurídica;Micro;Pequena;Média;Grande;Total não Individualizado Pessoa Jurídica;Total Exterior Pessoa Jurídica;;
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE WITMARSUM - CRESOL WITMARSUM;7465539;b3S;I;2;;9;WITMARSUM;SC;01/06/2013;824;757;64;0;0;3;0;;
COOPERATIVA DE CRÉDITO DOS MAGISTRADOS, SERVIDORES DA JUSTIÇA DO ESTADO DE GOIÁS E EMPREGADOS DA CELG LTDA.;9552111;b3S;I;2;;9;GOIANIA;GO;01/06/2013;822;445;0;276;100;1;0;;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS CONTABILISTAS E CORRETORES DE SEGUROS DA GRANDE BELO HORIZONTE LTDA. - SICOOB CREDITABIL;2217068;b3S;I;2;;9;BELO HORIZONTE;MG;01/06/2013;794;319;206;26;240;3;0;;
COOPERATIVA DE CRÉDITO MÚTUO DOS ESCRIVÃES, NOTÁRIOS E REGISTRADORES NO ESTADO DO PARANÁ - SICREDI CREDENOREG PR.;6078926;b3S;I;2;;9;CURITIBA;PR;01/06/2013;786;515;254;17;0;1;0;;
ACCIÓN MICROFINANÇAS - SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR E À EMPRESA DE PEQUENO PORTE S.A.;13058743;n1;I;3;;10;MANAUS;AM;01/06/2013;776;753;0;0;0;23;0;;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E PROFISSIONAIS DA ÁREA DE SAÚDE DE SÃO PAULO - SICOOB GRANDE SÃO PAULO;69181709;b3S;I;2;;9;SAO PAULO;SP;01/06/2013;769;30;0;715;21;4;0;;
ECONOMIA CREDITO IMOBILIARIO S.A.-ECONOMISA;17441197;n1;I;2;;31;BELO HORIZONTE;MG;01/06/2013;753;446;0;307;0;0;0;;
ATLANTA SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR LTDA;4772908;n1;I;2;;10;PASSOS;MG;01/06/2013;752;657;66;25;0;4;0;;
COPERCRED - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DAS EMPRESAS ZILLO LORENZETTI;58022195;b3S;I;2;;9;LENCOIS PAULISTA;SP;01/06/2013;739;739;0;0;0;0;0;;
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO SUDOESTE DA BAHIA LTDA. - SICOOB SUDOESTE;2558287;b3S;I;2;;9;BRUMADO;BA;01/06/2013;735;612;35;32;46;11;0;;
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE VITOR MEIRELES - CRESOL VITOR MEIRELES;7320890;b3S;I;2;;9;VITOR MEIRELES;SC;01/06/2013;728;0;728;0;0;0;0;;
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE SANTO CRISTO - CRESOL SANTO CRISTO;6031727;b3S;I;2;;9;SANTO CRISTO;RS;01/06/2013;714;626;86;0;0;2;0;;
COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE DOIS VIZINHOS - CRESOL DOIS VIZINHOS;971300;b3S;I;2;;9;DOIS VIZINHOS;PR;01/06/2013;705;119;585;0;0;1;0;;
COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE DIONISIO CERQUEIRA-CRESOL DIONÍSIO CERQUEIRA;2844024;b3S;I;2;;9;DIONISIO CERQUEIRA;SC;01/06/2013;699;0;699;0;0;0;0;;
COOPERATIVA DE CREDITO RURAL DE RIO RUFINO - SICOOB/SC CREDIUNIÃO;2448839;b3S;I;2;;9;RIO RUFINO;SC;01/06/2013;695;328;17;1;346;3;0;;
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE ÁGUAS MORNAS - CRESOL ÁGUAS MORNAS;7512780;b3S;I;2;;9;AGUAS MORNAS;SC;01/06/2013;669;491;112;64;0;2;0;;
COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE FRANCISCO BELTRAO - CRESOL FRANCISCO BELTRAO;2698001;b3S;I;2;;9;FRANCISCO BELTRAO;PR;01/06/2013;668;424;78;166;0;0;0;;
STARA FINANCEIRA S.A. - CRÉDITO FINANCIAMENTO E INVESTIMENTO;17359351;n1;I;2;;14;NAO-ME-TOQUE;RS;01/06/2013;662;0;0;662;0;0;0;;
COOPERATIVA DE CREDITO RURAL COM INTERAÇÃO SOLIDÁRIA. DE JACUTINGA - CRESOL JACUTINGA;2904125;b3S;I;2;;9;JACUTINGA;RS;01/06/2013;653;498;2;149;0;3;0;;
CREDSUPER - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE;4138455;b3S;I;2;;9;NATAL;RN;01/06/2013;646;14;631;0;0;1;0;;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES PÚBLICOS, EMPRESÁRIOS E PROFISSIONAIS LIBERAIS DA REGIÃO METROPOLITANA OESTE DA CAPITAL DE SÃO PAULO - SICOOB OZAZCRED;5310083;b3S;I;2;;9;OSASCO;SP;01/06/2013;641;12;568;0;61;0;0;;
COOPERATIVA DE CREDITO RURAL DE GUACUI - CREDIGUAÇUÍ;32422628;b3S;I;2;;9;GUACUI;ES;01/06/2013;640;68;510;61;0;1;0;;
NEGRESCO S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTOS;4379829;n1;I;2;;14;CURITIBA;PR;01/06/2013;636;623;0;0;0;13;0;;
COOPERATIVA DE CRÉDITO MÚTUO DOS MICRO E PEQUENOS EMPRESÁRIOS E MICROEMPREENDEDORES DO GRANDE ABC- SICOOB CREDIACISA;7946216;b3S;I;2;;9;SANTO ANDRE;SP;01/06/2013;633;278;0;0;355;1;0;;
COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE PRANCHITA - CRESOL PRANCHITA;3190530;b3S;I;2;;9;PRANCHITA;PR;01/06/2013;616;345;270;0;0;0;0;;
GOLCRED S/A - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;7631026;n1;I;2;;14;SAO JOSE;SC;01/06/2013;611;611;0;0;0;1;0;;
COOPERATIVA DE CRÉDITO RURAL DE OURO   SULCREDI/OURO;7853842;b3S;I;2;;9;OURO;SC;01/06/2013;611;148;462;0;0;2;0;;
COOPCRED-COOPERATIVA DE CRÉDITO DOS FORNECEDORES DE CANA E AGROPECUARISTAS DA REGIÃO OESTE PAULISTA;53623781;b3S;I;2;;9;VALPARAISO;SP;01/06/2013;599;414;90;3;90;1;0;;
COOPERATIVA DE CRÉDITO RURAL COSTA DO DENDÊ - ASCOOB COSTA DO DENDÊ;3087263;b3S;I;2;;9;TAPEROA;BA;01/06/2013;592;482;98;10;0;1;0;;
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE SÃO JOÃO DO ITAPERIÚ   CRESOL SÃO JOÃO DO ITAPERIÚ;13059232;b3S;I;2;;9;SAO JOAO DO ITAPERIU;SC;01/06/2013;591;551;40;0;0;0;0;;
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA MARGEM ESQUERDA DO URUCUIA E SÃO FRANCISCO LTDA - SICOOB CREDICHAPADA;14046512;b3S;I;2;;9;CHAPADA GAUCHA;MG;01/06/2013;591;334;210;7;38;2;0;;
CORPAL SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR E ÀS EMPRESAS DE PEQUENO PORTE LTDA.;7327045;n1;I;2;;10;DOURADOS;MS;01/06/2013;589;582;0;0;0;7;0;;
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE XAXIM-CRESOL XAXIM;3965737;b3S;I;2;;9;XAXIM;SC;01/06/2013;583;431;23;129;0;1;0;;
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE RIO FORTUNA - CRESOL RIO FORTUNA;7958405;b3S;I;2;;9;RIO FORTUNA;SC;01/06/2013;582;0;580;0;0;2;0;;
COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE TURVO - CRESOL TURVO;2483330;b3S;I;2;;9;TURVO;PR;01/06/2013;571;549;21;0;0;1;0;;
BRASIL PLURAL;51839;b1;C;2;;199;RIO DE JANEIRO;RJ;01/06/2013;564;0;564;0;0;0;0;;
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE PINHALZINHO - CRESOL PINHALZINHO;7412987;b3S;I;2;;9;PINHALZINHO;SC;01/06/2013;562;0;562;0;0;0;0;;
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE PIRACANJUBA LTDA;5222094;b3S;I;2;;9;PIRACANJUBA;GO;01/06/2013;560;560;0;0;0;0;0;;
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA CÂNDIDO DE ABREU - CRESOL CÂNDIDO DE ABREU;6100881;b3S;I;2;;9;CANDIDO DE ABREU;PR;01/06/2013;550;549;0;0;0;2;0;;
COOPERATIVA DE CREDITO DOS FORNECEDORES DE CANA E DEMAIS PRODUTORES RURAIS DO CENTRO DO ESTADO DE SAO PAULO - CREDICENTRO;53776852;b3S;I;2;;9;ARARAQUARA;SP;01/06/2013;549;342;65;142;0;0;0;;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPRESÁRIOS DE PRESIDENTE VENCESLAU - SICOOB CREDIACIPREV;8937938;b3S;I;2;;9;PRESIDENTE VENCESLAU;SP;01/06/2013;534;298;132;39;64;1;0;;
COOPERATIVA DE CRÉDITO RURAL ASCOOB ITAPICURU;3921543;b3S;I;2;;9;SANTALUZ;BA;01/06/2013;530;405;100;22;0;3;0;;
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE SÃO JOÃO DA URTIGA - CRESOL SÃO JOÃO DA URTIGA;7542211;b3S;I;2;;9;SAO JOAO DA URTIGA;RS;01/06/2013;526;0;526;0;0;0;0;;
COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE PORTO XAVIER-CRESOL PORTO XAVIER;5442759;b3S;I;2;;9;PORTO XAVIER;RS;01/06/2013;526;0;526;0;0;0;0;;
COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE CASCAVEL - CRESOL CASCAVEL;2448310;b3S;I;2;;9;CASCAVEL;PR;01/06/2013;525;321;203;0;0;1;0;;
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE BLUMENAU - CRESOL BLUMENAU;7522059;b3S;I;2;;9;BLUMENAU;SC;01/06/2013;525;309;214;0;0;1;0;;
AGÊNCIA DE FOMENTO E DESENVOLVIMENTO DO ESTADO DO PIAUÍ S.A. PIAUÍ FOMENTO;11836226;n1;I;1;;30;TERESINA;PI;01/06/2013;519;348;160;0;0;12;0;;
BOM CRÉDITO   SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR E À EMPRESA DE PEQUENO PORTE LTDA.;5669150;n1;I;2;;10;VOLTA REDONDA;RJ;01/06/2013;460;408;0;0;0;52;0;;
COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE CHAPECO-CRESOL CHAPECÓ;4281182;b3S;I;2;;9;CHAPECO;SC;01/06/2013;450;395;0;55;0;0;0;;
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE GRANDES RIOS - CRESOL GRANDES RIOS;7925729;b3S;I;2;;9;GRANDES RIOS;PR;01/06/2013;448;199;248;0;0;1;0;;
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE GUARANI DAS MISSÕES - CRESOL GUARANI DAS MISSÕES;8488377;b3S;I;2;;9;GUARANI DAS MISSOES;RS;01/06/2013;444;443;0;0;0;1;0;;
PARATI - CREDITO, FINANCIAMENTO E INVESTIMENTO S.A.;3311443;n1;I;2;;14;VITORIA;ES;01/06/2013;440;39;0;0;401;0;0;;
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE PORTO LUCENA - CRESOL PORTO LUCENA;9051765;b3S;I;2;;9;PORTO LUCENA;RS;01/06/2013;433;419;11;2;0;1;0;;
BANCO STANDARD DE INVESTIMENTOS S.A.;4866275;b2;I;3;;13;SAO PAULO;SP;01/06/2013;432;0;0;0;432;0;0;;
COOPERATIVA DE CRÉDITO RURAL HORIZONTES NOVOS DE IBIRAIARAS LTDA - CREHNOR NORDESTE;6139650;b3S;I;2;;9;IBIRAIARAS;RS;01/06/2013;414;414;0;0;0;0;0;;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA CENTRAIS ELÉTRICAS DE SANTA CATARINA - CREDELESC;8850613;b3S;I;2;;9;FLORIANOPOLIS;SC;01/06/2013;414;256;158;0;0;0;0;;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MICRO E PEQUENOS EMPRESÁRIOS E MICROEMPREENDEDORES DE CABREÚVA E LOUVEIRA - SICOOB CREDESP;8541626;b3S;I;2;;9;CABREUVA;SP;01/06/2013;401;181;105;0;113;2;0;;
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE BOA VENTURA DE SÃO ROQUE - CRESOL BOA VENTURA DE SÃO ROQUE;6115743;b3S;I;2;;9;BOA VENTURA DE SAO ROQUE;PR;01/06/2013;401;401;0;0;0;1;0;;
COOPERATIVA DE CREDITO RURAL COM INTERAÇÃO SOLIDARIA DE REALEZA - CRESOL REALEZA;7076644;b3S;I;2;;9;REALEZA;PR;01/06/2013;390;350;1;39;0;0;0;;
COOPERATIVA DE CRÉDITO RURAL DO SERIDÓ;24210569;b3S;I;2;;9;CURRAIS NOVOS;RN;01/06/2013;385;234;35;14;97;5;0;;
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE APIÚNA - CRESOL APIÚNA;7215632;b3S;I;2;;9;APIUNA;SC;01/06/2013;385;0;384;0;0;0;0;;
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE FREI ROGÉRIO - CRESOL FREI ROGÉRIO;6890201;b3S;I;2;;9;FREI ROGERIO;SC;01/06/2013;376;375;0;0;0;2;0;;
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE POUSO REDONDO - CRESOL POUSO REDONDO;10453077;b3S;I;2;;9;POUSO REDONDO;SC;01/06/2013;376;0;374;0;0;1;0;;
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE PONTE ALTA - CRESOL PONTE ALTA;9377504;b3S;I;2;;9;PONTE ALTA;SC;01/06/2013;376;0;375;0;0;1;0;;
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE XANXERÊ - CRESOL XANXERÊ;7509426;b3S;I;2;;9;XANXERE;SC;01/06/2013;371;0;371;0;0;0;0;;
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE RIO BRANCO DO SUL - CRESOL RIO BRANCO DO SUL;10512171;b3S;I;2;;9;RIO BRANCO DO SUL;PR;01/06/2013;358;234;122;0;0;2;0;;
SOCICRED SOCIEDADE DE CREDITO AO MICROEMPREENDEDOR LTDA;5289612;n1;I;2;;10;PORTO ALEGRE;RS;01/06/2013;355;355;0;0;0;0;0;;
COOPERATIVA DE CRÉDITO RURAL DE MAIRI LTDA. - SICOOB COOPEMAR;4174720;b3S;I;2;;9;MAIRI;BA;01/06/2013;350;183;142;20;4;1;0;;
CENTRAL DAS COOPERATIVAS DE CREDITO MUTUO DO RIO GRANDE DO SUL;3618104;b3C;I;2;;9;PORTO ALEGRE;RS;01/06/2013;344;0;344;0;0;0;0;;
FUTURA SOCIEDADE DE CREDITO AO MICROEMPREENDEDOR LTDA.;6039009;n1;I;2;;10;JOAO PESSOA;PB;01/06/2013;342;338;0;0;0;4;0;;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MAGISTRADOS E SERVIDORES DO PODER JUDICIÁRIO E ÓRGÃOS JURÍDICOS ESTADUAIS E FEDERAIS NA GRANDE TERESINA - SICOOB JURISCRED/PI;5477038;b3S;I;2;;9;TERESINA;PI;01/06/2013;332;0;330;0;3;0;0;;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS  E DEMAIS PROFISSIONAIS DA ÁREA DA SAÚDE DO VALE DO CAÍ LTDA;1077901;b3S;I;2;;9;MONTENEGRO;RS;01/06/2013;326;89;1;235;0;1;0;;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS DE JABOTICABAL - COPERMED JABOTICABAL;2159014;b3S;I;2;;9;JABOTICABAL;SP;01/06/2013;321;136;175;0;9;0;0;;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA NESTLÉ - CREDI NESTLÉ;62562012;b3S;I;2;;9;SAO PAULO;SP;01/06/2013;306;0;0;28;278;0;0;;
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS SERVIDORES DO PODER JUDICIARIO DO RIO GRANDE DO SUL-SICREDI JUSTIÇA;3453295;b3S;I;2;;9;PORTO ALEGRE;RS;01/06/2013;306;205;100;0;0;2;0;;
COOPERATIVA DE CREDITO RURAL HORIZONTES NOVOS DE CANGUCU - CREHNOR SUL;5132104;b3S;I;2;;9;CANGUCU;RS;01/06/2013;303;299;3;0;0;1;0;;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FABRICANTES DE CALÇADOS DE SAPIRANGA LTDA.;5841967;b3S;I;2;;9;SAPIRANGA;RS;01/06/2013;302;0;301;0;0;1;0;;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DAS  EMPRESAS DE VIGILÂNCIA, ASSEIO E CONSERVAÇÃO DE BELÉM DO PARÁ - SICOOB COOPER-AÇÃO;2413228;b3S;I;2;;9;BELEM;PA;01/06/2013;295;5;0;0;290;0;0;;
COOPERATIVA DE CRÉDITO DOS EMPRESÁRIOS DA CMI SECOVI-MG - SECOVICRED;14913919;b3S;I;2;;9;BELO HORIZONTE;MG;01/06/2013;295;26;154;0;114;1;0;;
COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE MARCELINO RAMOS-CRESOL MARCELINO RAMOS;5211129;b3S;I;2;;9;MARCELINO RAMOS;RS;01/06/2013;290;0;289;0;0;1;0;;
COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA CONCORDIA- CRESOL CONCÓRDIA;5425526;b3S;I;2;;9;CONCORDIA;SC;01/06/2013;287;287;0;0;0;0;0;;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MILITARES E SERVIDORES PÚBLICOS DO VALE DO IGUAÇU - CREDIMILSUL;5462911;b3S;I;2;;9;PORTO UNIAO;SC;01/06/2013;283;251;32;0;0;0;0;;
COOPERATIVA DE CRÉDITO POPULAR DE GRAVATÁ - SICOOB COOPERCRÉDITO;10350684;b3S;I;2;;9;GRAVATA;PE;01/06/2013;283;168;99;0;15;2;0;;
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE POSSE/GO E REGIÃO;17617302;b3S;I;2;;9;POSSE;GO;01/06/2013;271;7;262;0;0;2;0;;
GLOBAL FINANÇAS SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR E À EMPRESA DE PEQUENO PORTE LTDA.;11165756;n1;I;2;;10;AMERICANA;SP;01/06/2013;271;227;0;0;0;44;0;;
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE ÁUREA - CRESOL ÁUREA;2904138;b3S;I;2;;9;AUREA;RS;01/06/2013;270;0;270;0;0;0;0;;
HSCM - HERON SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR LTDA.;7693858;n1;I;2;;10;IBIA;MG;01/06/2013;270;263;0;0;0;7;0;;
COOPERATIVA DE CRÉDITO RURAL HORIZONTES NOVOS DE BARÃO DE COTEGIPE - CREHNOR NORTE;5996245;b3S;I;2;;9;BARAO DE COTEGIPE;RS;01/06/2013;269;228;41;0;0;0;0;;
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE LONDRINA - CRESOL LONDRINA;7211698;b3S;I;2;;9;LONDRINA;PR;01/06/2013;257;257;0;0;0;0;0;;
COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE VIRMOND - CRESOL VIRMOND;4663561;b3S;I;2;;9;VIRMOND;PR;01/06/2013;251;162;89;0;0;0;0;;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DAS EMPRESAS CONTROLADAS E COLIGADAS DA USINA SANTA ADELIA - USAGRO;68969625;b3S;I;2;;9;JABOTICABAL;SP;01/06/2013;247;0;0;0;247;0;0;;
COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE CERRO AZUL - CRESOL CERRO AZUL;5326643;b3S;I;2;;9;CERRO AZUL;PR;01/06/2013;246;230;15;0;0;1;0;;
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE ITATIBA DO SUL - CRESOL ITATIBA DO SUL;5745533;b3S;I;2;;9;ITATIBA DO SUL;RS;01/06/2013;243;242;0;0;0;1;0;;
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS FUNCIONARIOS DO EXPRESSO PRINCESA DOS CAMPOS;1551820;b3S;I;2;;9;PONTA GROSSA;PR;01/06/2013;241;0;0;0;241;0;0;;
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS SERVIDORES PÚBLICOS ESTADUAIS DO RIO GRANDE DO SUL EM PORTO ALEGRE E GRANDE PORTO ALEGRE;3973814;b3S;I;2;;9;PORTO ALEGRE;RS;01/06/2013;240;2;238;0;0;0;0;;
COOPERATIVA CENTRAL DE CREDITO RURAL HORIZONTES NOVOS - CREHNOR CENTRAL;5879577;b3C;I;2;;9;SARANDI;RS;01/06/2013;231;216;15;0;0;0;0;;
COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE CORONEL VIVIDA - CRESOL CORONEL VIVIDA;2446089;b3S;I;2;;9;CORONEL VIVIDA;PR;01/06/2013;231;230;0;0;0;1;0;;
COOPERATIVA DE CRÉDITO RURAL DE ALTEROSA LTDA - SICOOB COOPEROSA;71437123;b3S;I;2;;9;ALTEROSA;MG;01/06/2013;227;132;0;0;96;0;0;;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DA EDUCAÇÃO DO NORTE, NOROESTE FLUMINENSE E REGIÃO DOS LAGOS;2931668;b3S;I;2;;9;CAMPOS DOS GOYTACAZES;RJ;01/06/2013;224;117;7;57;43;0;0;;
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE SÃO JOÃO DO SUL - CRESOL SÃO JOÃO DO SUL;9488496;b3S;I;2;;9;SAO JOAO DO SUL;SC;01/06/2013;222;0;222;0;0;1;0;;
COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE PEROLA D'OESTE - CRESOL PEROLA D'OESTE;5138766;b3S;I;2;;9;PEROLA D'OESTE;PR;01/06/2013;215;97;118;0;0;1;0;;
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE SÃO MIGUEL DO OESTE;8253539;b3S;I;2;;9;SAO MIGUEL D'OESTE;SC;01/06/2013;209;173;36;0;0;0;0;;
COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE TRES BARRAS DO PARANA - CRESOL TRES BARRAS DO PARANA;4273001;b3S;I;2;;9;TRES BARRAS DO PARANA;PR;01/06/2013;205;177;29;0;0;0;0;;
COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE ITAPEJARA D`OESTE - CRESOL ITAPEJARA D`OESTE;4973378;b3S;I;2;;9;ITAPEJARA D'OESTE;PR;01/06/2013;204;204;0;0;0;0;0;;
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE SÃO MIGUEL DO IGUAÇU - CRESOL SÃO MIGUEL DO IGUAÇU;11969853;b3S;I;2;;9;SAO MIGUEL DO IGUACU;PR;01/06/2013;200;182;18;0;0;0;0;;
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE PRUDENTÓPOLIS - CRESOL PRUDENTÓPOLIS;6126780;b3S;I;2;;9;PRUDENTOPOLIS;PR;01/06/2013;200;200;0;0;0;0;0;;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS ADVOGADOS PÚBLICOS FEDERAIS, DEFENSORES PÚBLICOS FEDERAIS E DELEGADOS DA POLÍCIA FEDERAL DO DISTRITO FEDERAL;14729710;b3S;I;2;;9;BRASILIA;DF;01/06/2013;198;0;35;163;0;0;0;;
COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE LINDOESTE - CRESOL LINDOESTE;3013889;b3S;I;2;;9;LINDOESTE;PR;01/06/2013;192;148;44;0;0;0;0;;
COOPERATIVA DE CRÉDITO RURAL ASCOOB COOPERAR;2025743;b3S;I;2;;9;ARACI;BA;01/06/2013;192;189;3;0;0;1;0;;
SOCRED S.A. - SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR;9210106;n1;I;2;;10;BELEM;PA;01/06/2013;192;191;0;0;0;1;0;;
CREDUNI - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DAS INSTITUIÇÕES PÚBLICAS DE ENSINO SUPERIOR DO ESTADO DA PARAÍBA LTDA.;3428338;b3S;I;2;;9;CAMPINA GRANDE;PB;01/06/2013;190;42;117;31;0;0;0;;
COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE GUARANIAÇU - CRESOL GUARANIAÇU;5121687;b3S;I;2;;9;GUARANIACU;PR;01/06/2013;189;189;0;0;0;0;0;;
FACILICRED SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR LTDA;4849745;n1;I;2;;10;CURITIBA;PR;01/06/2013;169;146;0;0;0;23;0;;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES PÚBLICOS ESTADUAIS DA PARAÍBA - CREDS LTDA.;3373150;b3S;I;2;;9;JOAO PESSOA;PB;01/06/2013;169;148;19;0;2;0;0;;
COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE SANTA IZABEL DO OESTE - CRESOL SANTA IZABEL DO OESTE;5276770;b3S;I;2;;9;SANTA IZABEL DO OESTE;PR;01/06/2013;168;38;131;0;0;0;0;;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DO PODER JUDICIÁRIO, MINISTÉRIO PÚBLICO E ENSINO SUPERIOR - SICOOB JUDICIÁRIO;37076205;b3S;I;2;;9;BRASILIA;DF;01/06/2013;166;42;72;0;51;1;0;;
COOPERATIVA DE CREDITO RURAL ASCOOB SISAL;63229629;b3S;I;2;;9;SERRINHA;BA;01/06/2013;161;156;0;0;0;5;0;;
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE AGROLÂNDIA - CRESOL AGROLÂNDIA;9280638;b3S;I;2;;9;AGROLANDIA;SC;01/06/2013;160;149;10;0;0;1;0;;
