cat;Categoria;Data;Total_Carteira_PF;PF_Consignado_Vencido_15d;PF_Consignado_Vencer_90d;PF_Consignado_Vencer_91-360d;PF_Consignado_Vencer_361-1080d;PF_Consignado_Vencer_1081-1800d;PF_Consignado_Vencer_1801-5400d;PF_Consignado_Vencer_acima_5400d;PF_Consignado_TOTAL;PF_NÃ£o_Consignado_Vencido_15d;PF_NÃ£o_Consignado_Vencer_90d;PF_NÃ£o_Consignado_Vencer_91-360d;PF_NÃ£o_Consignado_Vencer_361-1080d;PF_NÃ£o_Consignado_Vencer_1081-1800d;PF_NÃ£o_Consignado_Vencer_1801-5400d;PF_NÃ£o_Consignado_Vencer_acima_5400d;PF_NÃ£o_Consignado_TOTAL;PF_VeÃ­culos_Vencido_15d;PF_VeÃ­culos_Vencer_90d;PF_VeÃ­culos_Vencer_91-360d;PF_VeÃ­culos_Vencer_361-1080d;PF_VeÃ­culos_Vencer_1081-1800d;PF_VeÃ­culos_Vencer_1801-5400d;PF_VeÃ­culos_Vencer_acima_5400d;PF_VeÃ­culos_TOTAL;PF_Hab_Vencido_15d;PF_Hab_Vencer_90d;PF_Hab_Vencer_91-360d;PF_Hab_Vencer_361-1080d;PF_Hab_Vencer_1081-1800d;PF_Hab_Vencer_1801-5400d;PF_Hab_Vencer_acima_5400d;PF_Hab_TOTAL;PF_CartÃ£o_Vencido_15d;PF_CartÃ£o_Vencer_90d;PF_CartÃ£o_Vencer_91-360d;PF_CartÃ£o_Vencer_361-1080d;PF_CartÃ£o_Vencer_1081-1800d;PF_CartÃ£o_Vencer_1801-5400d;PF_CartÃ£o_Vencer_acima_5400d;PF_CartÃ£o_TOTAL;PF_Rural_Vencido_15d;PF_Rural_Vencer_90d;PF_Rural_Vencer_91-360d;PF_Rural_Vencer_361-1080d;PF_Rural_Vencer_1081-1800d;PF_Rural_Vencer_1801-5400d;PF_Rural_Vencer_acima_5400d;PF_Rural_TOTAL;PF_Outros_Vencido_15d;PF_Outros_Vencer_90d;PF_Outros_Vencer_91-360d;PF_Outros_Vencer_361-1080d;PF_Outros_Vencer_1081-1800d;PF_Outros_Vencer_1801-5400d;PF_Outros_Vencer_acima_5400d;Outros_TOTAL;Total_Exterior_PF;PJ_CG_Vencido_15d;PJ_CG_Vencer_90d;PJ_CG_Vencer_91-360d;PJ_CG_Vencer_361-1080d;PJ_CG_Vencer_1081-1800d;PJ_CG_Vencer_1801-5400d;PJ_CG_Vencer_acima_5400d;PJ_CG_TOTAL;PJ_I_Vencido_15d;PJ_I_Vencer_90d;PJ_I_Vencer_91-360d;PJ_I_Vencer_361-1080d;PJ_I_Vencer_1081-1800d;PJ_I_Vencer_1801-5400d;PJ_I_Vencer_acima_5400d;PJ_I_TOTAL;PJ_CGR_Vencido_15d;PJ_CGR_Vencer_90d;PJ_CGR_Vencer_91-360d;PJ_CGR_Vencer_361-1080d;PJ_CGR_Vencer_1081-1800d;PJ_CGR_Vencer_1801-5400d;PJ_CGR_Vencer_acima_5400d;PJ_CGR_TOTAL;PJ_Recebiveis_Vencido_15d;PJ_Recebiveis_Vencer_90d;PJ_Recebiveis_Vencer_91-360d;PJ_Recebiveis_Vencer_361-1080d;PJ_Recebiveis_Vencer_1081-1800d;PJ_Recebiveis_Vencer_1801-5400d;PJ_Recebiveis_Vencer_acima_5400d;PJ_Recebiveis_TOTAL;PJ_Comex_Vencido_15d;PJ_Comex_Vencer_90d;PJ_Comex_Vencer_91-360d;PJ_Comex_Vencer_361-1080d;PJ_Comex_Vencer_1081-1800d;PJ_Comex_Vencer_1801-5400d;PJ_Comex_Vencer_acima_5400d;PJ_Comex_TOTAL;PJ_Outros_Vencido_15d;PJ_Outros_Vencer_90d;PJ_Outros_Vencer_91-360d;PJ_Outros_Vencer_361-1080d;PJ_Outros_Vencer_1081-1800d;PJ_Outros_Vencer_1801-5400d;PJ_Outros_Vencer_acima_5400d;PJ_Outros_TOTAL;PJ_Infra_Vencido_15d;PJ_Infra_Vencer_90d;PJ_Infra_Vencer_91-360d;PJ_Infra_Vencer_361-1080d;PJ_Infra_Vencer_1081-1800d;PJ_Infra_Vencer_1801-5400d;PJ_Infra_Vencer_acima_5400d;PJ_Infra_TOTAL;PJ_Rural_Vencido_15d;PJ_Rural_Vencer_90d;PJ_Rural_Vencer_91-360d;PJ_Rural_Vencer_361-1080d;PJ_Rural_Vencer_1081-1800d;PJ_Rural_Vencer_1801-5400d;PJ_Rural_Vencer_acima_5400d;PJ_Rural_TOTAL;PJ_Hab_Vencido_15d;PJ_Hab_Vencer_90d;PJ_Hab_Vencer_91-360d;PJ_Hab_Vencer_361-1080d;PJ_Hab_Vencer_1081-1800d;PJ_Hab_Vencer_1801-5400d;PJ_Hab_Vencer_acima_5400d;PJ_Hab_TOTAL;Micro;Pequena;MÃ©dia;Grande;Total nÃ£o Individualizado Pessoa JurÃ­dica;Total Exterior Pessoa JurÃ­dica;Qt_OperaÃ§Ãµes
b2;b2 - Banco MÃºltiplo sem Carteira Comercial ou Banco de Investimento ou Banco de CÃ¢mbio;jun/15;37557619;468;7580;20134;21691;2009;0;0;51882;3060;25230;49850;42316;4946;1596;0;126998;249790;3949120;9472185;10988414;1282111;1532;0;25943153;0;0;0;0;0;0;0;0;799273;2527932;955623;96899;23;23;0;4379773;87227;393366;1551805;2746403;1540746;478682;0;6798230;12112;50533;83423;88536;17580;5399;0;257583;0;72715;1574177;1071714;808618;122521;4509;0;3654255;87764;1881266;3318863;2992953;454700;20364;0;8755910;0;0;0;0;0;0;0;0;98457;4319431;4790620;238929;6807;0;0;9454244;7620;62447;87319;64763;12197;15371;3843;253560;20506;249613;74466;175809;11782;1851;0;534027;403929;2867584;7463892;12533333;3922961;656772;33996;27882467;5158;20996;81735;145971;82679;25671;0;362210;0;0;0;0;0;0;0;0;4411887;10564556;22976890;12940182;3159;184084;7060443
b3S;b3S - Cooperativa de CrÃ©dito Singulares;jun/15;47082057;18499;446086;1273276;1968980;776557;291645;596;4775639;343526;2594551;4628242;4623505;1246842;490973;5284;13932922;31360;448368;1167831;1739586;243126;1410;0;3631681;0;0;0;0;0;0;0;0;71687;468011;108590;149;10;0;618;649065;153475;4362440;8171137;3343015;683355;439333;4;17152758;286186;3023217;2330480;876048;249815;126626;47622;6939992;0;225988;2055281;3735007;3905145;848311;245879;1449;11017059;23956;299099;757477;1188924;322492;152615;3680;2748242;92848;1593155;1492521;38415;20312;2993;4591;3244836;91108;2996729;338204;1853;97;0;0;3427991;0;0;0;0;0;0;0;0;82350;331738;724000;526234;177490;87679;21435;1950927;4873;59683;24885;17560;2124;104;0;109228;2091;229592;427933;105344;8524;1547;0;775030;0;0;0;0;0;0;0;0;3854345;7300429;9781113;2326853;10574;0;7831275
b3C;b3C - Central e ConfederaÃ§Ã£o de Cooperativas de CrÃ©dito;jun/15;3626;0;0;0;0;0;0;0;0;18;94;449;682;212;35;0;1489;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;666;279;26;594;557;14;0;2136;0;0;0;0;0;0;0;0;0;0;132262;582714;84912;12344;1135;0;813367;0;526;1533;2679;0;0;0;4739;0;529;13371;0;0;0;0;13899;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;18120;107458;72677;82;16;164;198518;0;10745;22989;9001;1545;1773;0;46052;0;1115;815;2508;1266;0;0;5705;0;0;0;0;0;0;0;0;170076;91015;428872;392318;1;0;908
b4;b4 - Banco de Desenvolvimento;jun/15;4294859;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24117;136272;438775;1000232;1047080;1538104;185;4184766;2788;6625;17661;35397;24064;23558;0;110093;0;39737;118014;394163;387785;36269;108132;0;1084100;8616;41945;181609;412167;218908;73277;0;936522;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;619;4347;14131;30022;6412;745;0;56277;316242;12652350;35937795;84058379;69186354;137179786;25081598;364412503;9458;300678;504769;1184459;1128276;1535868;638;4664146;0;0;0;0;0;0;0;0;26654875;1760795;58608762;284129089;27;0;121841
n1;n1 - NÃ£o BancÃ¡rio de CrÃ©dito;jun/15;18794718;9405;58497;135175;189216;60575;10883;0;463751;1356354;2145585;1545478;123236;3054;7;0;5173714;73085;335996;828355;1028906;83406;4248;0;2353996;5465;90648;145762;303248;276965;345423;99112;1266624;941117;4675997;1519416;271405;6792;6;0;7414732;7752;40024;144875;359428;326298;512682;998;1392057;102560;303797;221384;38917;11928;41695;9563;729844;0;105070;277532;345015;289590;26235;771;2;1044216;36272;505111;1130774;1691551;533380;217697;60186;4174971;0;5745;1621;0;0;0;0;7366;6958;381449;53540;13741;912;2792;327;459719;0;0;0;0;0;0;0;0;4936;6743;13112;12854;3225;627;0;41496;38307;168658;433045;937260;720287;794471;7308;3099338;1077;5464;20701;49915;87278;88534;0;252969;1;5903;26050;77416;291;80;0;109741;730514;879837;4760723;2817663;1078;0;32281470
n2;n2 - NÃ£o BancÃ¡rio de Mercado de Capitais;jun/15;14564;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3897;0;0;0;0;0;10667;14564;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3495;0;0;0;0;45;3540;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;0;0;3495;0;0;388
C;C - Conglomerado;jun/15;905896225;1589656;17346324;46109285;81169717;36354587;13567933;186164;196323666;3428612;14326783;24558778;24893887;6253756;1992322;234241;75688379;3002899;20529694;48336628;59506959;6664033;17299;18924;138076436;171258;2819633;5946743;14190353;12042811;44358218;35538066;115067082;12727960;97021216;27303551;1460310;130809;26730;184980;138855555;1442581;24604573;41620551;32787031;23916555;25083939;46548;149501778;5332978;20641584;14060036;13036167;4306123;1675407;207783;59260078;33123252;7337937;55289420;89411423;84270361;27530252;5394945;616533;269850871;623216;7686771;18385865;27538541;17635586;20406567;5911524;98188070;2592171;34421156;8113057;469732;151755;117408;170704;46035984;1323253;54714135;11407540;1247479;1243304;732010;228558;70896278;1307255;28209610;49491696;18850787;7497250;2460567;15073;107832238;4654917;12537595;18191879;21671360;15818757;10495808;508413;83878728;1221374;20085753;46646234;68774809;29414286;31272737;10810758;208225952;168170;10773469;20040741;6735620;4223792;3103908;15849;45061549;74692;2142403;9795120;21398643;5920959;6276160;267511;45875489;72213191;134209268;344777132;424407112;238456;388507983;323695953
I;I - InstituiÃ§Ã£o independente;jun/15;590237285;1998680;5600912;15468043;29792099;14581235;1109351;604;68550923;2758167;6533504;9995422;8907787;1798964;616711;5708;30616264;762748;5430533;13229780;16918919;2204627;38405;0;38585013;1849259;11439856;30477578;68627742;54056575;138843947;49774176;355069132;3944440;11318667;3606737;221839;572;23;618;19092897;1065393;7731307;13439882;11088086;5845456;5629271;1187;44800582;2826628;10467479;9735916;5685535;2587238;2045634;169092;33517523;4951;4205474;13415879;24603215;33710761;9954469;454026;125096;86468920;2252362;3104359;6900491;10046419;3477165;676585;66230;26523611;1013202;3995841;6569429;132428;29790;2993;4591;11748274;350287;8229615;5234073;255382;7888;2792;327;14080363;272002;3849731;10686402;4220222;5189382;3712953;180;27930872;947839;3332223;3279518;1423442;487357;424758;107949;10003086;1064408;19555142;53397370;113162038;84525747;165911520;33206322;470822546;96087;2778250;4304418;2218705;1486490;1884688;638;12769276;56652;4276384;3136583;2828528;414565;421332;14162;11148206;75490950;54985986;156008592;384964321;45305;2092128;100911345
1;1 - PÃºblico;set/15;799707424;2352091;10500926;29003504;56880968;28374269;9302153;220528;136634440;1990720;5946118;12758255;14163747;4515210;1901380;261265;41536695;520839;2646171;6524934;9047074;1288353;4300;21458;20053129;2058560;12285532;32004155;72860391;58022316;156289929;67075180;400596064;3768134;23665028;4308536;259856;383;0;208446;32210382;2611763;15873186;37700184;31702265;22253332;25607246;77097;135825072;3088998;8738716;8600345;4742092;2425773;2309007;303338;30208269;2643374;5247484;19026342;42020730;55256185;24541630;2948965;339962;149381299;700166;3185851;5734031;15038950;17300436;25843106;5838410;73640951;1329894;4880804;5538969;516000;7731;0;24841;12298239;743408;9857619;2347673;259061;282931;832658;278403;14601752;429051;8970916;15793729;3445482;4246731;3002974;3806;35892689;3815820;6622745;12265819;14395633;17114304;11220685;228348;65663354;1364218;28341207;69892824;132478021;98502748;195714525;44773882;571067425;199581;4877659;5931742;3651161;2584731;3809708;15380;21069962;87007;4925603;4721275;6813233;1156372;438950;414;18142855;86742746;95651369;238349483;540950289;64640;67654023;100512158
2;2 - Privado Nacional;set/15;533762509;889393;10874545;28111517;47572693;20499881;5295400;918;113244347;3648057;12805200;16274537;13741884;2601001;640825;8718;49720222;2214385;13733638;31652380;39075232;4214754;38304;1;90928695;119976;1160057;2477844;6010669;5563712;20844942;16937139;53114338;10859868;61493269;21540313;478813;11417;23;573;94384277;405351;7023322;16882639;8960262;4137169;3023821;53;40432617;3977690;16550314;9393709;9283792;2793451;987245;98195;43084396;48853617;3746212;31238600;45535462;43377174;9424828;2140455;196201;135658933;482973;5588161;11307497;12934511;2578701;308080;7795;33207718;2006745;24566846;4384153;147096;73588;87892;4697;31271017;667043;27904932;4484671;785407;378806;102109;481;34323449;847380;11240097;20292321;13444126;7789622;1335112;0;54948657;2839640;8540747;8936816;7168544;2264216;1153989;339548;31243500;477733;7617980;21586984;31203755;13056678;10853434;2186012;86982577;27228;6153404;16941305;4425312;2233378;711895;475;30492998;101617;1418522;5265994;12951375;4882403;4806198;261999;29688108;47323259;63252824;169706733;187354806;179334;378579888;257519815
3;3 - Privado com Controle Estrangeiro;set/15;216690894;411972;2201834;5720150;8806880;3063203;752510;277;20956826;1191118;2662417;4827078;5072818;1135756;65442;5553;14960184;897690;9002837;21093635;25453041;2713093;9311;2149;59171755;50040;1151349;2743937;5858111;4160668;12109509;5768175;31841790;3117656;22252077;5256407;808506;115407;26992;137;31577181;224406;2733416;6354427;7084615;3492019;1360514;0;21249396;2152047;6484270;6048605;5801418;2382100;624890;12753;23506083;13427679;1540608;17023845;21637965;16590763;4971206;894252;394253;63052892;218864;3364389;6623499;6885863;1331161;1127258;911472;20462506;542933;7792612;2659720;424564;147928;65125;190327;11823210;255412;22730814;10831999;791322;587136;31575;1784;35230042;571143;15830934;24557537;7927226;1484442;1369355;51953;51792590;1553108;2931524;3645620;4546344;1117449;257147;99793;14150986;558217;4368476;11523757;18450263;6036239;2962614;43337;43942903;35969;2460932;4748104;1177734;523394;300276;662;9247071;134725;1087499;3702440;4358788;220798;1468802;2037;10975089;18493107;29449471;98704380;113988079;42251;53440616;60453735
b1;b1 - Banco Comercial, Banco MÃºltiplo com Carteira Comercial ou Caixa EconÃ´mica;set/15;1439974027;3623461;22999940;61411725;111017538;51056587;15016194;221044;265346490;4947880;16536434;27642883;28069358;6970597;2115059;266830;86549040;3241053;20578712;47969123;59942581;6714134;45509;23608;138514718;2222595;14511845;37088938;84430425;67478495;188897874;89659423;484289596;15627255;99811766;28311658;1354348;118823;27011;208464;145459325;2943884;21534409;48378643;40196716;26238375;27243908;77147;166613082;8683672;28319180;21190427;18748630;7282066;3706038;347093;88277107;64924669;10083273;62938370;103364099;109448306;37803516;5596776;929034;330163374;1245530;9581537;18522984;28762370;19645203;26826713;6732079;111316416;3791295;35672343;11043363;1056793;207169;145993;215167;52132124;1463371;52353792;12400369;1303033;1242451;963538;280340;70006894;1836955;36005035;60505099;24811656;13509196;5687281;50718;142405939;8080355;17249252;23668015;25224058;20270508;12540650;649629;107682468;1668869;22153889;53631803;82701307;39498907;60675668;20685892;281016335;238433;13076239;26374714;7641920;3931839;3263872;15839;54542856;323347;7431576;13594514;24121316;6259324;6713871;264451;58708400;110522017;168682067;406291036;522207796;271891;499456140;371655605
b2;b2 - Banco MÃºltiplo sem Carteira Comercial ou Banco de Investimento ou Banco de CÃ¢mbio;set/15;37599276;618;7762;20760;22102;2087;0;0;53328;8285;23847;47151;49440;6206;1602;0;136532;257580;3995664;9266306;10899869;1203821;1315;0;25624554;0;0;0;0;0;0;0;0;904174;2590237;1030361;129614;0;0;118;4654504;77096;432053;1549432;2862304;1542766;472716;0;6936367;17306;47853;57992;58197;9842;2801;0;193991;0;39377;1605641;1118779;802183;125846;13582;0;3705410;86799;1679069;3034004;2759326;432504;14554;0;8006257;0;0;0;0;0;0;0;0;92926;4622877;4901578;517390;5668;0;0;10140438;10620;36912;138489;5178;11598;20161;5040;227998;21552;286274;82887;212873;10871;1200;0;615658;448523;2808184;7296344;12036906;3485802;597750;32733;26706243;5311;24868;71551;135892;76155;23227;0;337003;0;0;0;0;0;0;0;0;4496210;9512934;22338534;13389294;2035;218388;7074109
b3S;b3S - Cooperativa de CrÃ©dito Singulares;set/15;48822512;19636;508490;1256841;2025929;815242;322345;680;4949162;324821;2647153;4750547;4740940;1272104;490975;8706;14235247;30445;440666;1150062;1668612;215558;1489;0;3506832;0;0;0;0;0;0;0;0;72634;495028;113250;225;12;0;573;681722;186498;3422810;10427383;3188999;641733;418942;0;18286365;263875;3004506;2556276;908428;258106;125205;46788;7163183;0;242930;1994305;3718896;4121624;928548;263170;1380;11270854;23434;301408;759512;1168421;315361;150720;3392;2722250;88277;1545593;1536976;30867;22077;7024;4697;3235512;97632;3080760;309408;1827;34;1;0;3489661;0;0;0;0;0;0;0;0;101340;487718;971349;560098;204081;88457;17847;2430889;4749;63810;24661;19551;2284;92;0;115147;2309;237240;420499;80815;7852;1411;0;750125;0;0;0;0;0;0;0;0;4072547;7424660;10075465;2430577;11187;0;7928909
b3C;b3C - Central e ConfederaÃ§Ã£o de Cooperativas de CrÃ©dito;set/15;4023;0;0;0;0;0;0;0;0;21;1162;419;323;59;0;0;1984;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;906;24;268;567;273;0;0;2038;0;0;0;0;0;0;0;0;0;0;371446;336443;92248;13282;960;0;814379;0;769;2280;3096;0;0;0;6144;0;21521;263;0;0;0;0;21784;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;55923;98304;66308;222;0;164;220924;0;13488;13022;7584;1984;1556;0;37634;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160590;91483;439920;408871;0;0;894
b4;b4 - Banco de Desenvolvimento;set/15;4334487;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22001;170466;459066;1133800;1115778;1326866;2;4227980;1513;7348;17175;35992;21475;23004;0;106507;0;45479;141582;313225;453164;32680;108000;0;1094129;7512;60050;207499;415044;228352;65257;0;983714;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1328;5513;14340;28007;5303;664;0;55154;232434;15125914;41614997;86404097;73883367;147480705;26278789;391020303;16593;144603;736046;1350709;1238840;1450115;678;4937583;0;0;0;0;0;0;0;0;32599509;1696894;62794058;301000386;38;0;121602
n1;n1 - NÃ£o BancÃ¡rio de CrÃ©dito;set/15;19411616;9740;61114;145845;194972;63438;11524;0;486634;1548888;2205139;1418870;118388;3001;11;0;5294297;103838;367604;885459;1064285;82687;3602;0;2507474;5981;85093;136998;298745;268201;346506;121071;1262596;1141596;4513343;1649987;62989;8372;4;0;7376289;11135;70162;122457;364756;343594;529149;0;1441253;248471;394413;220790;76054;29836;64095;9415;1043073;0;123244;237443;342715;306598;33792;1184;2;1044978;38727;515568;1138746;1751068;588878;221200;22206;4276392;0;806;2241;0;0;0;0;3047;11934;435937;52989;13540;721;2802;327;518250;0;0;0;0;0;0;0;0;3991;7044;13361;19176;4984;851;0;49407;45592;162378;422737;962593;723322;774804;5817;3097242;133;9047;18340;44872;86817;83255;0;242464;2;48;95195;2080;248;79;0;97652;708191;945626;4821582;2852960;1074;0;31704110
n2;n2 - NÃ£o BancÃ¡rio de Mercado de Capitais;set/15;14887;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3897;0;0;0;0;0;10990;14887;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3291;0;0;0;0;49;3340;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48;0;0;3291;1;0;479
C;C - Conglomerado;set/15;942820490;1565955;17578835;46526653;81743343;37520894;14017150;221039;199173870;3469839;14685142;24149334;24231236;6505313;2088319;266472;75395656;2839221;19865095;46111918;56834626;6178209;16290;23608;131868968;188432;2789053;6313574;14873196;12653847;46945475;38380490;122144068;13397036;96171558;27518920;1291591;126828;27015;208464;138741413;2048703;19522563;43508778;36200395;23796049;24540471;77147;149694106;5954605;20533758;13911643;13636375;4726011;1873359;252450;60888201;64914209;6588388;54709187;84777321;83389099;27304422;5521331;800256;263090004;634362;9171453;17294760;26595004;18813388;26618372;6729607;105856946;2806110;33261458;6472651;989322;199438;145993;215167;44090140;1299984;51356473;12389420;1281168;1242451;963538;280340;68813375;1646111;29667924;50991728;19941295;8974204;2670365;16305;113907931;5081323;14935273;19205802;22482157;19154000;12306284;561120;93725959;1299854;16522508;45133643;64897581;28364566;31848801;11777589;199844540;159119;11956319;20705703;7046442;3754824;3045023;15839;46683269;244258;2816989;10302299;21153758;5856699;6313669;264037;46951708;69377844;134033654;337295954;442017675;238745;497114098;318263003
I;I - InstituiÃ§Ã£o independente;set/15;607340337;2087501;5998470;16308518;31517198;14416459;1332913;685;71661743;3360056;6728593;9710535;8747213;1746654;519329;9064;30821444;793694;5517551;13159031;16740721;2037990;35624;0;38284611;2040144;11807884;30912362;69855975;55092849;142298905;51400004;363408124;4348622;11238816;3586335;255584;379;0;691;19430427;1192817;6107360;17428471;11546747;6086471;5451110;2;47812979;3264130;11239542;10131016;6190927;2875313;2047783;161836;35910547;10460;3945916;12579600;24416836;31835024;11633242;462341;130159;85003119;767640;2966947;6370267;8264321;2396910;660072;28070;21454227;1073462;3978805;6110191;98339;29809;7024;4697;11302326;365878;9136892;5274923;554622;6424;2803;327;15341869;201464;6374023;9651859;4875539;4546591;3037077;39454;28726006;3127246;3159742;5642453;3628364;1341969;325538;106569;17331881;1100313;23805155;57869922;117234458;89231100;177681773;35225642;502148364;103660;1535677;6915447;2207766;1586679;1776855;678;14126762;79091;4614635;3387411;2969638;402873;400280;414;11854344;83181268;54320010;169464641;400275499;47480;2560429;100222705
1;1 - PÃºblico;dez/15;816629613;2729194;10983497;29520974;57905832;27638659;9878616;277644;138934416;1956374;5480085;12358176;14104491;4541714;1918139;405789;40764768;572991;2654357;6446099;8710688;1163465;4939;24383;19576921;2226746;12286519;32524244;74283696;59217858;160433461;69764803;410737328;3743580;25778558;4679406;231641;310;0;318798;34752293;2629175;10622740;46815478;31948029;22121416;25248562;251224;139636625;3062992;8081015;8174051;4722415;2467832;2396781;327047;29232134;2995129;5025562;17948894;46712301;52744501;25118911;2660123;547376;150757668;710997;2061535;7141437;16478262;18717610;27966230;6259556;79335627;1361470;4474618;4823304;508516;8340;0;40368;11216616;634389;9692427;2901961;285440;122705;69388;2474;13708784;568479;7552352;18792693;6037655;1684230;2900556;3523;37539488;4374404;8271950;11167969;16035328;18546974;10874261;280665;69551551;2153662;30764366;66703590;136381469;99842213;197705746;47235264;580786309;220680;2346794;9604687;3563822;2563651;4048112;16769;22364515;108259;5160601;4992530;7017409;1192480;425983;481;18897744;91148589;95679639;220459093;576809462;61520;64333069;98024823
2;2 - Privado Nacional;dez/15;539044420;939159;11079447;28007786;47331162;20792386;4796129;915;112946984;4460163;12238012;16211184;13325865;2600328;632027;11978;49479557;2137265;13200789;30416085;37704457;4051287;35333;0;87545216;123079;1077744;2462261;6349495;5862985;22184401;18166155;56226121;11194729;67781930;23863848;579704;36600;5610;440;103462862;410744;3610850;21232378;8929770;3947291;3023249;60;41154341;4213711;14437631;9972554;9312149;2952294;1089040;104108;42081487;46147852;3212519;29344696;45500501;42825173;9787793;1878750;6548;132555979;602496;5219583;11422591;11639442;2303804;270196;7797;31465910;2206718;22777309;4358093;201720;62475;124574;4307;29735195;829636;35109067;6820863;838480;475905;241965;332;44316248;689477;12696480;17044633;14704572;8331364;1149783;0;54616310;2708071;7298119;8444367;7546504;2233639;1444978;324779;30000458;508926;9391656;19589557;33322604;14477942;15617987;2720878;95629550;29312;4478218;18215381;4649504;2168183;547596;0;30088194;88596;1119007;4845383;10525526;3132727;1336995;8159;21056392;47353346;64014181;167717118;190199320;180271;346369622;257454565
3;3 - Privado com Controle Estrangeiro;dez/15;215473273;383497;2277344;5813691;8842453;3094284;763401;190;21174860;1161590;2807236;4667180;5028916;1107996;64221;1312;14838451;918164;8588128;20381388;24504110;2528363;13792;2187;56936132;54553;1175908;2838990;6046362;4290475;12420679;5918525;32745490;3339886;24534256;5824765;841558;118468;30254;19255;34708443;366309;900869;8714429;6600568;3505281;1464812;0;21552267;2338375;5209251;6924945;5847818;2293639;651621;6299;23271947;10245683;1559428;17914741;20053360;16756306;4648709;1042513;301656;62276712;248714;3309265;6746513;6747591;1472264;1433149;2144726;22102221;563632;6713573;3190207;390884;143369;62555;118649;11182869;269871;27790220;11352875;827341;575428;31699;5602;40853035;476912;14563872;25690063;9982122;1683713;1302200;7601;53706482;1449457;3372674;3847929;4484774;1005401;338835;673309;15172379;582914;4493139;11224491;17871141;5511560;2624346;41846;42349437;20954;1572816;5018936;1153172;502119;311631;1820;8581449;128226;1258957;4055641;3783170;217811;1461076;1921;10906803;24154393;28524600;95825854;118584890;41649;47731793;60124997
b1;b1 - Banco Comercial, Banco MÃºltiplo com Carteira Comercial ou Caixa EconÃ´mica;dez/15;1458596061;4020363;23782588;61882842;111819528;50623302;15098168;278128;267504918;4937709;15664028;26660052;27382580;6968205;2130975;407137;84150687;3237234;19948291;46322786;57834814;6344781;46806;26570;133761282;2397715;14487914;37688186;86375846;69096152;194677453;93698767;498422033;16163600;109751930;31137676;1449470;148661;35862;338054;159025254;3130228;12582918;61671679;39790240;25992696;27013255;251085;170432102;9010193;24435519;22040849;18742604;7384411;3920840;376705;85911121;59388664;9118158;60822718;105759766;106320119;38320773;5160188;854083;326355805;1394604;7967891;20179876;28767088;20887287;29235153;8393171;116825071;4049187;32469584;10725674;1052811;195095;175343;159016;48826710;1510560;64903526;15193342;1389776;1165222;340025;8077;84510528;1734009;34780196;61411190;30719751;11688313;5333418;6344;145673221;8411417;17955406;21850915;27057951;21538127;12564853;1261281;110639950;1896260;25751857;49809534;85542989;40702966;65943276;21627427;291274310;249986;7951045;31492975;7605789;3788790;3137777;18390;54244753;325069;7538325;13800165;21323879;4542877;3223712;10561;50764588;120188635;167897626;403287323;537472203;269148;458334833;367472382
