Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total da Carteira de Pessoa Jurídica;PJ_CG_Vencido_15d;PJ_CG_Vencer_90d;PJ_CG_Vencer_91-360d;PJ_CG_Vencer_361-1080d;PJ_CG_Vencer_1081-1800d;PJ_CG_Vencer_1801-5400d;PJ_CG_Vencer_acima_5400d;PJ_CG_TOTAL;PJ_I_Vencido_15d;PJ_I_Vencer_90d;PJ_I_Vencer_91-360d;PJ_I_Vencer_361-1080d;PJ_I_Vencer_1081-1800d;PJ_I_Vencer_1801-5400d;PJ_I_Vencer_acima_5400d;PJ_I_TOTAL;PJ_CGR_Vencido_15d;PJ_CGR_Vencer_90d;PJ_CGR_Vencer_91-360d;PJ_CGR_Vencer_361-1080d;PJ_CGR_Vencer_1081-1800d;PJ_CGR_Vencer_1801-5400d;PJ_CGR_Vencer_acima_5400d;PJ_CGR_TOTAL;PJ_Recebiveis_Vencido_15d;PJ_Recebiveis_Vencer_90d;PJ_Recebiveis_Vencer_91-360d;PJ_Recebiveis_Vencer_361-1080d;PJ_Recebiveis_Vencer_1081-1800d;PJ_Recebiveis_Vencer_1801-5400d;PJ_Recebiveis_Vencer_acima_5400d;PJ_Recebiveis_TOTAL;PJ_Comex_Vencido_15d;PJ_Comex_Vencer_90d;PJ_Comex_Vencer_91-360d;PJ_Comex_Vencer_361-1080d;PJ_Comex_Vencer_1081-1800d;PJ_Comex_Vencer_1801-5400d;PJ_Comex_Vencer_acima_5400d;PJ_Comex_TOTAL;PJ_Outros_Vencido_15d;PJ_Outros_Vencer_90d;PJ_Outros_Vencer_91-360d;PJ_Outros_Vencer_361-1080d;PJ_Outros_Vencer_1081-1800d;PJ_Outros_Vencer_1801-5400d;PJ_Outros_Vencer_acima_5400d;PJ_Outros_TOTAL;PJ_Infra_Vencido_15d;PJ_Infra_Vencer_90d;PJ_Infra_Vencer_91-360d;PJ_Infra_Vencer_361-1080d;PJ_Infra_Vencer_1081-1800d;PJ_Infra_Vencer_1801-5400d;PJ_Infra_Vencer_acima_5400d;PJ_Infra_TOTAL;PJ_Rural_Vencido_15d;PJ_Rural_Vencer_90d;PJ_Rural_Vencer_91-360d;PJ_Rural_Vencer_361-1080d;PJ_Rural_Vencer_1081-1800d;PJ_Rural_Vencer_1801-5400d;PJ_Rural_Vencer_acima_5400d;PJ_Rural_TOTAL;PJ_Hab_Vencido_15d;PJ_Hab_Vencer_90d;PJ_Hab_Vencer_91-360d;PJ_Hab_Vencer_361-1080d;PJ_Hab_Vencer_1081-1800d;PJ_Hab_Vencer_1801-5400d;PJ_Hab_Vencer_acima_5400d;PJ_Hab_TOTAL;Total Exterior Pessoa Jurídica;;;;;;;;;;;;
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO CERRADO DE GOIÁS - SICREDI CERRADO GO;6332931;b3S;I;2;S4;9;RIO VERDE;GO;01/03/2018;51854;281;2180;5021;3892;148;0;0;11522;21;261;796;1158;126;0;0;2361;957;8902;4674;0;0;0;0;14533;690;7980;739;0;0;0;0;9410;0;0;0;0;0;0;0;0;676;2535;3870;4925;1774;1;245;14027;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
COOPERATIVA DE CRÉDITO DO NORTE CATARINENSE - ACREDICOOP;3461243;b3S;I;2;S5;9;JOINVILLE;SC;01/03/2018;51744;157;3557;7863;7361;624;2;0;19564;162;2044;4544;4895;741;102;0;12487;0;452;1547;0;0;0;0;1999;0;9690;375;0;0;0;0;10065;0;0;0;0;0;0;0;0;319;472;918;1445;521;268;0;3945;12;632;1411;1526;103;0;0;3683;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
COOPERATIVA REGIONAL DE CRÉDITO DE LIVRE ADMISSÃO DO SUDOESTE MINEIRO E NORDESTE PAULISTA LTDA. - SICOOB NOSSOCRÉDITO;22760839;b3S;I;2;S5;9;SAO SEBASTIAO DO PARAISO;MG;01/03/2018;51685;157;2954;8693;11885;6243;4249;0;34180;25;151;349;364;14;0;0;901;0;2964;1939;0;0;0;0;4902;141;4577;377;0;0;0;0;5096;0;0;0;0;0;0;0;0;196;211;1067;4715;63;79;0;6330;0;0;0;0;0;0;0;0;0;0;32;194;0;49;0;275;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
COOPERATIVA DE CRÉDITO, DE POUPANÇA E INVESTIMENTO DO ESTADO DE MATO GROSSO E NO MUNICÍPIO DE CAMPO GRANDE - MS - SICOOB UNIÃO PANTANEIRO;3326437;b3S;I;2;S5;9;CUIABA;MT;01/03/2018;51654;647;6477;19279;10992;1325;0;0;38721;3;164;438;1237;439;0;0;2281;0;1200;2369;0;0;0;0;3568;380;5159;282;1;0;0;0;5821;0;0;0;0;0;0;0;0;651;153;0;0;0;0;0;804;0;0;0;0;0;0;0;0;0;34;100;256;67;0;0;458;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
COOPERATIVA DE CRÉDITO POUPANÇA E INVESTIMENTO DA ALTA NOROESTE DE SÃO PAULO - SICREDI ALTA NOROESTE SP;4484490;b3S;I;2;S5;9;BIRIGUI;SP;01/03/2018;50496;77;3658;9349;13548;1543;3;0;28179;2;271;796;1454;301;1;0;2824;322;3178;1939;42;0;0;0;5482;88;7191;785;0;0;0;0;8065;0;0;0;0;0;0;0;0;204;1211;1659;2443;384;24;22;5947;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DA FRONTEIRA SUL – SICREDI FRONTEIRA SUL RS;88530142;b3S;I;2;S5;9;BAGE;RS;01/03/2018;50210;203;3830;8214;7329;463;522;0;20561;14;325;876;1216;255;1;0;2687;269;2411;5924;0;0;0;0;8604;50;4599;268;0;0;0;0;4917;0;0;0;0;0;0;0;0;186;4989;2758;3380;1085;508;6;12911;0;0;0;0;0;0;0;0;0;0;531;0;0;0;0;531;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DA SAÚDE DA REGIÃO DA ALTA MOGIANA   SICOOB CREDIMOGIANA;69346856;b3S;I;2;S5;9;FRANCA;SP;01/03/2018;50147;1302;6921;12022;14231;892;254;0;35624;11;615;1748;1754;54;0;0;4182;0;2406;55;0;0;0;6;2468;796;5202;513;0;0;0;0;6511;0;0;0;0;0;0;0;0;360;201;411;322;70;0;0;1363;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO VALE DO PARANAPANEMA;1637949;b3S;I;2;S5;9;PRESIDENTE PRUDENTE;SP;01/03/2018;49783;505;13789;8897;5483;1702;1393;0;31770;26;875;2273;2715;185;0;0;6074;0;2423;36;0;0;0;0;2459;30;8071;721;4;0;0;0;8825;0;0;0;0;0;0;0;0;155;500;0;0;0;0;0;655;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE ITAÚNA LTDA. - SICOOB CREDIUNA;64237530;b3S;I;2;S5;9;ITAUNA;MG;01/03/2018;49688;170;5929;12852;14141;551;0;0;33643;8;210;465;757;183;0;0;1623;0;1006;2313;0;0;0;0;3319;216;9223;1175;0;0;0;0;10614;0;0;0;0;0;0;0;0;72;56;10;0;0;0;0;138;0;0;0;0;0;0;0;0;0;21;282;49;0;0;0;352;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
COOPERATIVA DE CREDITO RURAL DE PRIMAVERA DO LESTE;26563270;b3S;I;2;S5;9;PRIMAVERA DO LESTE;MT;01/03/2018;49190;466;29348;5747;3529;1527;308;0;40926;5;23;23;0;0;0;0;51;0;270;62;0;0;0;0;332;122;6406;72;0;0;0;0;6600;0;0;0;0;0;0;0;0;70;46;0;0;0;0;0;116;0;0;0;0;0;0;0;0;0;0;1165;0;0;0;0;1165;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO ALTO VALE DO ITAJAÍ - VIACREDI ALTO VALE;16779741;b3S;I;2;S5;9;IBIRAMA;SC;01/03/2018;49098;58;3168;6025;5510;695;98;0;15554;94;2195;5224;6819;1717;468;0;16518;0;671;3194;0;0;0;0;3865;0;6426;351;0;0;0;0;6777;0;0;0;0;0;0;0;0;300;95;39;57;18;10;0;520;25;944;2229;2424;242;0;0;5865;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
COOPERATIVA DE CRÉDITO DE FRANCA E REGIÃO - SICOOB CRED-ACIF;4013172;b3S;I;2;S5;9;FRANCA;SP;01/03/2018;48951;228;15472;14531;5948;253;0;0;36432;0;74;196;159;0;0;0;429;0;1106;3;0;0;0;0;1108;54;10035;282;0;0;0;0;10371;0;0;0;0;0;0;0;0;18;280;311;0;0;0;0;610;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO NORTE DE MINAS LTDA - SICOOB CREDINOR;21866694;b3S;I;2;S5;9;MONTES CLAROS;MG;01/03/2018;48574;480;4025;10620;8740;681;250;0;24796;44;335;866;1018;86;0;0;2348;0;8940;472;0;0;0;0;9412;246;9590;950;0;0;0;0;10786;0;0;0;0;0;0;0;0;494;241;17;13;13;13;0;790;0;0;0;0;0;0;0;0;8;0;55;118;146;114;0;441;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
COOPERATIVA DE CRÉDITO POUPANÇA E INVESTIMENTO INTEGRAÇÃO ROTA DAS TERRAS – SICREDI INTEGRAÇÃO ROTA DAS TERRAS RS;87510475;b3S;I;2;S4;9;TAPERA;RS;01/03/2018;48453;53;964;2268;3764;594;0;0;7643;20;343;773;915;122;0;0;2173;402;3171;10326;356;194;0;0;14448;44;9706;1166;1;0;0;0;10916;0;0;0;0;0;0;0;0;158;1328;2366;5226;1664;215;34;10992;0;0;0;0;0;0;0;0;0;1359;921;0;0;0;0;2281;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS NOVA TRENTO   SICOOB TRENTOCREDI SC;2641969;b3S;I;2;S5;9;NOVA TRENTO;SC;01/03/2018;48154;672;5012;9929;10842;3639;801;702;31599;45;485;1359;2230;455;0;0;4574;0;940;863;0;0;0;0;1803;24;8658;802;0;0;0;0;9484;0;0;0;0;0;0;0;0;201;456;12;14;10;0;0;694;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO MEIO OESTE CATARINENSE - SICOOB CREDIMOC SC;80959638;b3S;I;2;S5;9;XANXERE;SC;01/03/2018;47698;680;8543;15226;7712;1322;0;0;33483;69;773;3710;2290;67;0;0;6909;0;350;652;182;81;17;0;1282;0;5848;0;0;0;0;0;5848;0;0;0;0;0;0;0;0;118;58;0;0;0;0;0;176;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA ZONA DA MATA DE MINAS LTDA - SICOOB CREDILIVRE;41697103;b3S;I;2;S5;9;MANHUACU;MG;01/03/2018;47261;309;4804;9873;9854;142;0;0;24981;12;340;827;1092;95;1;0;2367;0;4620;2209;449;0;0;0;7278;476;9049;1346;0;0;0;0;10871;0;0;0;0;0;0;0;0;331;752;170;240;4;0;0;1497;0;0;0;0;0;0;0;0;0;0;35;233;0;0;0;268;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
COOPERATIVA DE CRÉDITO DE SETE LAGOAS LTDA. - SICOOB CREDISETE;22753982;b3S;I;2;S5;9;SETE LAGOAS;MG;01/03/2018;46623;1263;5868;11329;14334;2124;941;0;35859;25;461;1050;1101;123;0;0;2760;0;3773;47;0;0;0;0;3820;79;3371;308;0;0;0;0;3759;0;0;0;0;0;0;0;0;250;176;0;0;0;0;0;426;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
COOPERATIVA DE CRÉDITO DA FOZ DO RIO ITAJAÍ AÇU - CREDIFOZ;9512539;b3S;I;2;S5;9;ITAJAI;SC;01/03/2018;46007;110;3449;7038;5405;75;0;0;16078;123;1794;3941;4953;1370;187;0;12367;0;2394;2193;0;0;0;0;4587;0;5721;494;0;0;0;0;6215;0;0;0;0;0;0;0;0;744;401;657;977;265;62;0;3105;22;649;1434;1427;124;0;0;3655;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PEQUENOS EMPRESÁRIOS, MICROEMPRESÁRIOS E MICROEMPREENDEDORES DO DISTRITO FEDERAL LTDA - SICOOB EMPRESARIAL;5856736;b3S;I;2;S5;9;BRASILIA;DF;01/03/2018;45933;1135;5597;9798;14502;5477;347;134;36990;0;72;152;202;41;0;0;468;0;898;2510;12;0;0;0;3420;595;3782;113;0;0;0;0;4490;0;0;0;0;0;0;0;0;480;84;0;0;0;0;0;564;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE CARATINGA LTDA.   SICOOB CREDCOOPER;19449602;b3S;I;2;S5;9;CARATINGA;MG;01/03/2018;45799;431;3010;6164;11094;1010;3;0;21712;0;319;942;1824;744;0;0;3829;0;3497;2951;0;0;0;0;6448;551;8012;1168;0;0;0;0;9730;0;0;0;0;0;0;0;0;206;178;0;0;0;0;0;384;0;0;0;0;0;0;0;0;0;0;3629;68;0;0;0;3696;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
UNIPRIME CENTRO-OESTE DO BRASIL - COOPERATIVA DE CRÉDITO;73647935;b3S;I;2;S5;9;CAMPO GRANDE;MS;01/03/2018;45768;99;4637;12628;13455;808;0;0;31628;9;1362;3036;3912;1277;465;0;10060;0;1855;1304;0;0;0;0;3159;0;324;37;0;0;0;0;362;0;0;0;0;0;0;0;0;43;168;258;90;1;0;0;560;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DE MATO GROSSO DO SUL, GOIÁS, DISTRITO FEDERAL E TOCANTINS – CENTRAL SICREDI BRASIL CENTRAL;33737818;b3C;I;2;S4;9;GOIANIA;GO;01/03/2018;45758;0;16326;29433;0;0;0;0;45758;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE MANAUS;1566038;b3S;I;2;S5;9;MANAUS;AM;01/03/2018;45707;1176;4521;8192;17282;3303;0;0;34474;175;1500;2628;1239;0;0;0;5541;0;4277;3;0;0;0;0;4280;6;841;18;0;0;0;0;864;0;0;0;0;0;0;0;0;507;41;0;0;0;0;0;547;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E DEMAIS PROFISSIONAIS DA SAÚDE DA REGIÃO CENTRO-OESTE DO RS LTDA. - UNICRED CENTRO-OESTE RS;2641032;b3S;I;2;S5;9;SANTA MARIA;RS;01/03/2018;45202;17;1703;3976;6210;1469;76;0;13451;11;395;992;1376;304;0;0;3078;0;3656;3987;0;0;0;0;7643;0;650;78;0;0;0;0;728;0;0;0;0;0;0;0;0;131;2580;6352;9145;1861;234;0;20302;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO LESTE DA BACIA DO RIO DOCE LTDA   SICOOB CREDILESTE;5158093;b3S;I;2;S5;9;CARATINGA;MG;01/03/2018;43697;227;6702;9711;9015;4067;752;0;30474;25;553;1407;2507;777;0;0;5270;0;2188;20;0;0;0;0;2208;259;5060;301;0;0;0;0;5620;0;0;0;0;0;0;0;0;69;55;0;0;0;0;0;124;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
COOPERATIVA DE CRÉDITO DO ALTO PARANAÍBA E REGIÃO LTDA.;25387671;b3S;I;2;S5;9;PATOS DE MINAS;MG;01/03/2018;43365;384;4129;10625;9982;1504;28;0;26652;1;150;384;588;34;0;0;1158;0;6811;10;0;0;0;0;6821;25;7811;350;0;0;0;0;8186;0;0;0;0;0;0;0;0;15;75;0;0;0;0;0;90;0;0;0;0;0;0;0;0;0;0;458;0;0;0;0;458;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO SICOOB UNIMAIS CENTRO LESTE PAULISTA - SICOOB UNIMAIS CENTRO LESTE PAULISTA;1259518;b3S;I;2;S5;9;RIO CLARO;SP;01/03/2018;43352;106;2550;5233;11265;6185;4435;0;29773;87;593;1603;3089;1500;1006;0;7877;0;1543;2;13;0;0;0;1558;17;3085;178;0;0;0;0;3280;0;0;0;0;0;0;0;0;234;105;186;306;33;0;0;864;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
COOPERATIVA CENTRAL DE CREDITO DO ESPIRITO SANTO - SICOOB CENTRAL ES;32428294;b3C;I;2;S4;9;VITORIA;ES;01/03/2018;43300;0;43300;0;0;0;0;0;43300;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO LESTE DE MINAS LTDA. - SICOOB CREDICAF;25395435;b3S;I;2;S5;9;LAJINHA;MG;01/03/2018;43207;198;1975;5167;7323;1886;132;0;16682;72;923;2795;5607;1171;0;0;10569;0;1806;5817;212;0;0;0;7835;116;7089;749;0;0;0;0;7954;0;0;0;0;0;0;0;0;121;19;3;11;13;0;0;168;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
COOPERATIVA DE CRÉDITO DA REGIÃO DO CONTESTADO - SCRCRED;10218474;b3S;I;2;S5;9;SAO BENTO DO SUL;SC;01/03/2018;43202;374;3270;6431;6482;257;1;0;16814;152;2102;4935;6506;1234;105;0;15034;0;800;946;0;0;0;0;1746;0;5446;211;0;0;0;0;5657;0;0;0;0;0;0;0;0;551;348;839;1365;532;317;0;3951;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
COOPERATIVA  DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS UNIRONDÔNIA LTDA;1664968;b3S;I;2;S5;9;PORTO VELHO;RO;01/03/2018;43165;237;6065;12452;17076;248;0;0;36078;0;186;545;1153;221;0;0;2105;0;1048;95;0;0;0;0;1143;10;3644;118;0;0;0;0;3773;0;0;0;0;0;0;0;0;33;33;0;0;0;0;0;66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DE FORMIGA LTDA - SICOOB CREDIFOR;41931445;b3S;I;2;S5;9;FORMIGA;MG;01/03/2018;42780;877;4421;8176;7684;1796;36;0;22991;4;213;300;225;2;0;0;744;0;5026;4919;21;0;0;0;9966;217;7604;651;0;0;0;0;8472;0;0;0;0;0;0;0;0;123;129;0;0;0;0;0;252;0;59;138;159;0;0;0;356;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
UNIPRIME DO IGUAÇU - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DA SAÚDE, DAS CIÊNCIAS, DAS ARTES E EMPRESÁRIOS;1848322;b3S;I;2;S5;9;PATO BRANCO;PR;01/03/2018;42648;22;2687;5635;9257;4727;2;0;22330;48;1272;3559;6443;2598;476;0;14396;0;265;328;344;0;0;0;938;1;1169;58;0;0;0;0;1228;0;0;0;0;0;0;0;0;196;337;731;1336;767;355;0;3722;1;7;14;12;0;0;0;34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE BOM DESPACHO LTDA - SICOOB CREDIBOM;21670187;b3S;I;2;S5;9;BOM DESPACHO;MG;01/03/2018;42195;245;4892;9241;10544;1371;5;0;26299;12;236;592;905;95;0;0;1840;0;822;448;0;0;0;0;1270;372;9589;891;1;0;0;0;10854;0;0;0;0;0;0;0;0;167;533;702;355;175;0;0;1932;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DE PARA DE MINAS LTDA - SICOOB ASCICRED;1009908;b3S;I;2;S5;9;PARA DE MINAS;MG;01/03/2018;40451;210;5069;12541;6612;283;0;0;24716;0;267;688;1103;51;0;0;2109;0;1773;258;34;0;0;0;2065;74;10293;940;0;0;0;0;11308;0;0;0;0;0;0;0;0;152;102;0;0;0;0;0;254;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO SUL E SUDOESTE DE MINAS GERAIS, BAIXA MOGIANA E REGIÃO LTDA. - SICOOB CREDINTER;24048910;b3S;I;2;S5;9;GUARANESIA;MG;01/03/2018;40431;652;2290;8933;8770;3445;13;0;24105;0;122;241;310;0;0;0;672;0;490;4902;8;0;196;0;5596;134;5323;184;0;0;0;0;5642;0;0;0;0;0;0;0;0;173;165;1148;0;0;0;0;1486;0;0;0;0;0;0;0;0;0;429;2451;51;0;0;0;2930;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
COOPERATIVA CENTRAL DE CRÉDITO URBANO - CECRED;5463212;b3C;I;2;S4;9;BLUMENAU;SC;01/03/2018;40174;0;0;0;0;0;0;0;0;0;625;1876;2946;0;0;0;5447;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9051;18154;7523;0;0;0;34727;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CAMPOS DAS VERTENTES LTDA. - SICOOB CREDIVERTENTES;22724710;b3S;I;2;S5;9;SAO TIAGO;MG;01/03/2018;40016;273;4140;7063;9489;3659;1;0;24625;26;636;1549;2925;1120;1;0;6258;0;178;1461;58;0;0;0;1697;100;6736;419;0;0;0;0;7255;0;0;0;0;0;0;0;0;45;135;0;0;0;0;0;180;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
COOPERATIVA DE CRÉDITO DOS EMPRESÁRIOS DO ESTADO DE GOIÁS LTDA;4406371;b3S;I;2;S5;9;GOIANIA;GO;01/03/2018;39748;1978;4072;8614;8025;2222;63;0;24974;0;23;68;82;0;0;0;172;0;1679;942;0;0;0;0;2621;726;9941;601;0;0;0;0;11268;0;0;0;0;0;0;0;0;403;184;96;30;0;0;0;713;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO VALE DO JAMARI - SICOOB VALE DO JAMARI;5203605;b3S;I;2;S5;9;BURITIS;RO;01/03/2018;39107;414;6624;12662;2809;213;4;0;22726;10;386;826;502;0;0;0;1724;0;2165;288;2;0;0;0;2455;320;10828;398;0;0;0;0;11546;0;0;0;0;0;0;0;0;582;73;0;0;0;0;0;656;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALOR SUSTENTÁVEL - SICREDI VALOR SUSTENTÁVEL PR/SP;81706616;b3S;I;2;S5;9;JANDAIA DO SUL;PR;01/03/2018;39080;79;3442;7062;10307;957;1;0;21848;6;285;579;806;130;0;0;1807;148;3060;1763;0;0;0;0;4971;6;5672;841;0;0;0;0;6518;0;0;0;0;0;0;0;0;142;1063;951;1036;514;0;12;3718;0;0;0;0;0;0;0;0;0;109;108;0;0;0;0;217;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
SICREDI CEARÁ CENTRO NORTE - COOPERATIVA DE CRÉDITO DA REGIÃO CENTRO NORTE DO CEARÁ;72257793;b3S;I;2;S5;9;FORTALEZA;CE;01/03/2018;38708;1039;5713;12093;10045;1056;31;0;29979;79;798;1739;1658;88;0;0;4361;0;1004;1154;0;0;0;0;2158;37;2032;69;0;0;0;0;2138;0;0;0;0;0;0;0;0;63;10;0;0;0;0;0;73;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E DEMAIS PROFISSIONAIS DA SAÚDE, ENGENHARIA, ARQUITETURA, CONTABILIDADE, ADMINISTRAÇÃO E ECONOMIA DE ERECHIM LTDA.;1572667;b3S;I;2;S5;9;ERECHIM;RS;01/03/2018;38664;1;784;777;1389;966;1278;0;5195;0;1438;3863;7698;4659;4093;0;21751;0;1235;3842;1924;0;0;0;7001;0;1059;122;0;0;0;0;1182;0;0;0;0;0;0;0;0;1;195;633;1359;751;596;0;3535;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO PARANAPANEMA PR/SP - SICREDI PARANAPANEMA PR/SP;79086997;b3S;I;2;S4;9;CAMBARA;PR;01/03/2018;38207;124;1897;4087;5083;272;372;0;11835;10;384;925;1792;584;1;0;3697;478;3948;4385;0;0;0;0;8811;45;4894;349;0;0;0;0;5288;0;0;0;0;0;0;0;0;302;1965;1924;2757;1340;250;38;8576;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
