Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total_Carteira_PF;PF_Consignado_Vencido_15d;PF_Consignado_Vencer_90d;PF_Consignado_Vencer_91-360d;PF_Consignado_Vencer_361-1080d;PF_Consignado_Vencer_1081-1800d;PF_Consignado_Vencer_1801-5400d;PF_Consignado_Vencer_acima_5400d;PF_Consignado_TOTAL;PF_Não_Consignado_Vencido_15d;PF_Não_Consignado_Vencer_90d;PF_Não_Consignado_Vencer_91-360d;PF_Não_Consignado_Vencer_361-1080d;PF_Não_Consignado_Vencer_1081-1800d;PF_Não_Consignado_Vencer_1801-5400d;PF_Não_Consignado_Vencer_acima_5400d;PF_Não_Consignado_TOTAL;PF_Veículos_Vencido_15d;PF_Veículos_Vencer_90d;PF_Veículos_Vencer_91-360d;PF_Veículos_Vencer_361-1080d;PF_Veículos_Vencer_1081-1800d;PF_Veículos_Vencer_1801-5400d;PF_Veículos_Vencer_acima_5400d;PF_Veículos_TOTAL;PF_Hab_Vencido_15d;PF_Hab_Vencer_90d;PF_Hab_Vencer_91-360d;PF_Hab_Vencer_361-1080d;PF_Hab_Vencer_1081-1800d;PF_Hab_Vencer_1801-5400d;PF_Hab_Vencer_acima_5400d;PF_Hab_TOTAL;PF_Cartão_Vencido_15d;PF_Cartão_Vencer_90d;PF_Cartão_Vencer_91-360d;PF_Cartão_Vencer_361-1080d;PF_Cartão_Vencer_1081-1800d;PF_Cartão_Vencer_1801-5400d;PF_Cartão_Vencer_acima_5400d;PF_Cartão_TOTAL;PF_Rural_Vencido_15d;PF_Rural_Vencer_90d;PF_Rural_Vencer_91-360d;PF_Rural_Vencer_361-1080d;PF_Rural_Vencer_1081-1800d;PF_Rural_Vencer_1801-5400d;PF_Rural_Vencer_acima_5400d;PF_Rural_TOTAL;PF_Outros_Vencido_15d;PF_Outros_Vencer_90d;PF_Outros_Vencer_91-360d;PF_Outros_Vencer_361-1080d;PF_Outros_Vencer_1081-1800d;PF_Outros_Vencer_1801-5400d;PF_Outros_Vencer_acima_5400d;Outros_TOTAL;Total_Exterior_PF;;;;;;;;;;;
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DA REGIÃO DE PALMEIRA DAS MISSÕES - SICREDI GRANDE PALMEIRA/RS;87789178;b3S;I;2;S5;9;PALMEIRA DAS MISSOES;RS;01/03/2018;130048;14;296;835;1615;551;193;0;3503;91;5880;7406;5813;1301;130;0;20621;4;283;652;877;147;0;0;1963;0;0;0;0;0;0;0;0;146;2629;743;100;43;0;0;3661;0;31335;32685;0;399;0;0;64419;256;8645;15476;7579;3311;606;9;35882;0;;;;;;;;;;;
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO NOVOS HORIZONTES - SICREDI NOVOS HORIZONTES PR/SP;7206072;b3S;I;2;S5;9;ARAPOTI;PR;01/03/2018;129983;31;877;2438;4392;1632;772;0;10142;196;5175;5984;5244;1451;355;0;18404;39;690;1716;2478;461;6;0;5390;0;0;0;0;0;0;0;0;414;4146;1216;15;1;0;0;5793;0;39111;28392;344;20;0;0;67867;535;6433;8917;3938;1942;594;29;22388;0;;;;;;;;;;;
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO INTEGRAÇÃO - SICREDI INTEGRAÇÃO PR/SC;81054686;b3S;I;2;S4;9;LAPA;PR;01/03/2018;129335;29;903;2612;4713;1635;290;0;10181;1008;17167;13625;6802;522;23;0;39147;83;1151;1744;3084;454;0;0;6515;0;0;0;0;0;0;0;0;557;5365;1421;6;0;0;0;7349;548;15049;23902;3598;1504;53;0;44654;2122;9818;3990;4765;727;20;46;21489;0;;;;;;;;;;;
COOPERATIVA DE CREDITO UNICRED DESBRAVADORA LTDA   UNICRED DESBRAVADORA SUL;1039011;b3S;I;2;S5;9;CHAPECO;SC;01/03/2018;129008;0;0;0;0;0;0;0;0;434;11634;26948;38062;14929;13036;0;105042;50;2019;4879;6418;1276;2;0;14644;0;41;86;228;170;483;0;1007;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;104;3444;3476;523;288;480;0;8314;0;;;;;;;;;;;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO SERV MEMBROS JUSTIÇA TRABALHO MPT TERRITÓRIO NACIONAL PODER JUDICIÁRIO FEDERAL MPU PA SC TSE  STM DF BOMBEIROS PA-SICOOB CREDIJUSTRA;37079720;b3S;I;2;S5;9;BRASILIA;DF;01/03/2018;127767;315;5051;12808;31047;29991;41851;0;121061;180;1081;2229;672;258;154;0;4575;0;49;144;334;103;0;0;631;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;208;1269;11;12;0;0;0;1500;0;;;;;;;;;;;
COOPERATIVA DE CRÉDITO SICOOB VALE DO IGUAÇU;2466552;b3S;I;2;S5;9;FRANCISCO BELTRAO;PR;01/03/2018;127242;29;2062;5430;11310;4226;965;0;24023;470;4823;7801;6022;689;5;0;19810;20;248;618;924;80;0;0;1890;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1497;36696;20744;7783;4474;1353;0;72548;484;3590;4119;646;117;15;0;8972;0;;;;;;;;;;;
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE CARATINGA LTDA.   SICOOB CREDCOOPER;19449602;b3S;I;2;S5;9;CARATINGA;MG;01/03/2018;127150;3;88;234;473;80;1;0;879;265;2306;5200;6386;1649;300;0;16105;12;550;1879;4025;1303;0;0;7769;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;465;4614;57876;22225;3010;1117;0;89307;478;9446;3162;3;0;0;0;13090;0;;;;;;;;;;;
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE PATROCÍNIO E REGIÃO LTDA. - SICOOB COOPACREDI;65229254;b3S;I;2;S5;9;PATROCINIO;MG;01/03/2018;126837;0;38;97;126;3;0;0;265;741;5027;22653;8175;3279;17;0;39892;18;450;1041;1228;69;0;0;2805;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1707;8340;60590;6671;131;0;0;77439;126;3101;2207;1003;0;0;0;6437;0;;;;;;;;;;;
SICREDI CREDSUPER - COOPERATIVA DE CRÉDITO SICREDI CREDSUPER;4138455;b3S;I;2;S5;9;NATAL;RN;01/03/2018;124903;150;8296;22061;40531;23142;16294;0;110475;112;1211;3806;3597;793;93;0;9613;7;116;289;370;50;0;0;832;0;0;0;0;0;0;0;0;90;1734;497;0;0;0;0;2321;0;0;0;0;0;0;0;0;16;901;718;26;1;0;0;1663;0;;;;;;;;;;;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES MUNICIPAIS DO VALE DO PARAIBA, LITORAL NORTE PAULISTA E SERRA DA MANTIQUEIRA - CRESSEM;54190525;b3S;I;2;S5;9;SAO JOSE DOS CAMPOS;SP;01/03/2018;124638;723;9048;21794;50356;34183;5981;0;122084;64;69;569;188;57;29;0;976;0;20;58;176;81;0;0;335;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;191;735;316;0;0;0;0;1242;0;;;;;;;;;;;
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB CREDICARU SC/RS;694389;b3S;I;2;S5;9;SAO JOSE DO CERRITO;SC;01/03/2018;124242;20;483;1381;2930;574;59;0;5446;475;4934;8254;9921;1309;740;0;25632;58;1176;2654;4110;412;0;0;8410;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;173;14210;37634;12728;5117;1453;0;71315;251;6936;2514;3011;727;0;0;13439;0;;;;;;;;;;;
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DE LAJEADO - SICREDI VALE DO TAQUARI RS;91159764;b3S;I;2;S4;9;LAJEADO;RS;01/03/2018;124052;4;229;602;874;166;10;0;1884;272;9069;15699;19268;5211;772;0;50290;29;2005;4616;6074;1004;9;0;13736;0;0;0;0;0;0;0;0;491;11196;3418;2;0;0;0;15107;0;3312;16047;633;123;0;0;20116;715;10014;6024;3153;1594;1404;15;22918;0;;;;;;;;;;;
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS VALE DO CHAPECOZINHO - SICOOB VALCREDI SUL;2090126;b3S;I;2;S5;9;PASSOS MAIA;SC;01/03/2018;122853;0;0;0;0;0;0;0;0;983;4664;9670;11723;3647;1823;0;32511;129;723;1927;2965;358;0;0;6103;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2945;11183;36166;17852;6943;1940;0;77027;1052;3503;1714;617;203;75;47;7212;0;;;;;;;;;;;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA FEDERAÇÃO DO COMÉRCIO, SESC E SENAC DE SÃO PAULO;62928320;b3S;I;2;S5;9;SAO PAULO;SP;01/03/2018;122261;570;11965;32393;61447;13930;0;0;120306;1949;2;5;0;0;0;0;1955;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;
COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE CONSTANTINA-CRESOL CONSTANTINA.;2663426;b3S;I;2;S5;9;CONSTANTINA;RS;01/03/2018;121032;0;0;0;0;0;0;0;0;69;776;1204;2043;605;36;0;4733;39;340;836;1586;280;0;0;3082;0;0;0;0;0;0;0;0;35;310;73;0;0;0;0;418;1189;49650;13015;9384;6611;6036;0;85886;2396;5412;7445;7996;2592;694;377;26913;0;;;;;;;;;;;
COOPERATIVA DE CRÉDITO DOS MÉDICOS E DEMAIS PROFISSIONAIS DA SAÚDE, CONTABILISTAS, PROFESSORES E EMPRESÁRIOS DE BLUMENAU E VALE DO ITAJAÍ LTDA - UNICRED BLUMENAU;73443863;b3S;I;2;S5;9;BLUMENAU;SC;01/03/2018;118614;5;150;376;435;25;0;0;992;440;10611;25549;36803;13176;7865;0;94444;17;2342;5887;7611;1210;0;0;17066;0;35;101;259;270;522;7;1194;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;236;2915;1406;172;107;82;0;4919;0;;;;;;;;;;;
COOPERATIVA DE CRÉDITO DO SERVIDOR FEDERAL LTDA   SICOOB CREDFAZ SERVIDOR FEDERAL;952415;b3S;I;2;S5;9;BRASILIA;DF;01/03/2018;117203;137;4851;10854;28135;26339;31706;0;102023;625;1542;4226;7186;1108;131;0;14818;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;72;194;55;20;20;0;0;362;0;;;;;;;;;;;
COOPERATIVA DE CRÉDITO DE CASCAVEL E REGIÃO - SICOOB CREDICAPITAL;4529074;b3S;I;2;S5;9;CASCAVEL;PR;01/03/2018;116431;79;2109;5686;12107;5075;789;0;25844;1576;5794;16721;17859;4147;1143;0;47241;45;440;1060;1557;234;0;0;3335;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1392;11557;13893;5230;524;42;0;32638;818;4895;655;666;321;19;0;7373;0;;;;;;;;;;;
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DO PLANALTO SERRA DO RIO GRANDE DO SUL - CRESOL  PLANALTO SERRA;5863726;b3S;I;2;S5;9;SANANDUVA;RS;01/03/2018;115726;0;0;0;0;0;0;0;0;33;876;1534;1697;433;313;0;4886;318;1265;3030;4403;611;0;0;9628;0;0;0;0;0;0;0;0;16;214;22;0;0;0;0;252;386;29047;14746;15281;10285;11888;0;81635;840;4514;5796;6043;1201;400;533;19325;0;;;;;;;;;;;
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO ALTO PARANAÍBA, NOROESTE E OESTE DE MINAS LTDA - UNICRED INTEGRAÇÃO DE MINAS;1727929;b3S;I;2;S5;9;PATOS DE MINAS;MG;01/03/2018;109442;0;0;0;0;0;0;0;0;727;9482;23513;29554;12572;8928;0;84775;18;1577;3630;4227;507;3;0;9962;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;286;6459;2958;1830;1240;1931;0;14705;0;;;;;;;;;;;
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SUL RIOGRANDENSE - SICREDI UNIÃO METROPOLITANA RS;92796564;b3S;I;2;S4;9;PORTO ALEGRE;RS;01/03/2018;109375;20;606;1565;2163;290;0;0;4645;278;5855;9954;8955;479;5;0;25525;39;1606;4229;6068;588;0;0;12529;0;0;0;0;0;0;0;0;1533;17104;4687;29;0;0;0;23352;56;9220;11474;5416;328;0;0;26494;1143;7660;4046;3159;725;30;68;16831;0;;;;;;;;;;;
SENFF S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;11970623;n1;I;2;S5;14;CURITIBA;PR;01/03/2018;108626;4;289;610;387;27;0;0;1317;3724;27364;31601;5062;2;0;0;67754;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1632;32624;3988;13;0;0;0;38257;0;0;0;0;0;0;0;0;49;609;498;140;0;0;0;1298;0;;;;;;;;;;;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO BRF - CREDIBRF;82096447;b3S;I;2;S5;9;CURITIBA;PR;01/03/2018;107976;972;21834;43733;33650;5118;2023;115;107446;38;35;77;72;8;0;0;230;0;31;78;134;58;0;0;300;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO VALE DO ARAGUAIA LTDA.;24830879;b3S;I;2;S5;9;MINEIROS;GO;01/03/2018;107836;0;0;0;0;0;0;0;0;1599;22993;20912;8810;282;0;0;54597;116;1738;3508;4348;349;0;0;10058;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;144;7265;19340;0;0;0;0;26749;414;14168;1417;300;134;0;0;16432;0;;;;;;;;;;;
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA UNIÃO DOS PINHAIS - CRESOL UNIÃO DOS PINHAIS;2446089;b3S;I;2;S5;9;CORONEL VIVIDA;PR;01/03/2018;107063;0;0;0;0;0;0;0;0;220;1518;3405;4813;1238;18;0;11211;76;717;1439;2565;372;0;0;5170;0;0;0;0;0;0;0;0;20;474;75;0;0;0;0;570;994;8927;36695;13596;10855;14057;0;85123;315;1097;1108;1323;716;12;419;4989;0;;;;;;;;;;;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E DEMAIS PROFISSIONAIS DA SAÚDE DA REGIÃO CENTRO-OESTE DO RS LTDA. - UNICRED CENTRO-OESTE RS;2641032;b3S;I;2;S5;9;SANTA MARIA;RS;01/03/2018;106829;5;27;62;56;2;0;0;152;246;6044;10686;13430;4675;1345;0;36427;45;1574;3954;5128;716;36;0;11453;0;2;7;14;10;21;0;54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;864;7820;16308;24534;7527;1690;0;58743;0;;;;;;;;;;;
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE SÃO ROQUE DE MINAS LTDA.   SICOOB SAROMCREDI;66402207;b3S;I;2;S5;9;SAO ROQUE DE MINAS;MG;01/03/2018;106253;3;136;590;1037;43;0;0;1809;170;3557;6274;12338;4334;694;0;27367;34;1081;2809;4754;803;19;0;9501;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;63;5505;35164;7111;1781;197;0;49820;679;5461;5001;4877;1017;722;0;17756;0;;;;;;;;;;;
COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE FRANCISCO BELTRAO - CRESOL FRANCISCO BELTRAO;2698001;b3S;I;2;S5;9;FRANCISCO BELTRAO;PR;01/03/2018;105492;0;0;0;0;0;0;0;0;640;1582;3339;3795;1292;527;0;11176;17;324;795;1173;376;4;0;2689;0;0;0;0;0;0;0;0;15;527;57;0;0;0;0;599;730;5750;34417;15072;12296;17635;0;85901;195;769;1219;1894;581;14;457;5127;0;;;;;;;;;;;
COOPERATIVA DE CRÉDITO RURAL COOPAVEL;76461557;b3S;I;2;S5;9;CASCAVEL;PR;01/03/2018;104545;0;0;0;0;0;0;0;0;1020;21229;19967;22223;1994;2388;0;68822;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;6781;8693;826;253;86;0;16652;364;4300;4194;5660;4552;0;0;19071;0;;;;;;;;;;;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA SECRETARIA DE ESTADO DA FAZENDA DE MINAS GERAIS E ÓRGÃOS OFICIAIS DO ESTADO DE MINAS GERAIS LTDA   SICOOB COOPSEF;16721078;b3S;I;2;S5;9;BELO HORIZONTE;MG;01/03/2018;104497;63;5380;14768;28179;16838;10936;1;76164;421;5851;6204;7251;3713;1537;0;24979;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;3164;100;64;0;0;0;3354;0;;;;;;;;;;;
COOPERATIVA DE CRÉDITO DO ALTO PARANAÍBA E REGIÃO LTDA.;25387671;b3S;I;2;S5;9;PATOS DE MINAS;MG;01/03/2018;103355;15;255;628;673;2;0;0;1573;7;6296;17893;18859;1449;278;0;44782;6;219;507;976;111;0;0;1819;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;80;7292;25996;14779;1370;0;0;49515;82;4416;943;225;0;0;0;5665;0;;;;;;;;;;;
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA OESTE CATARINENSE - CRESOL OESTE CATARINENSE;3965737;b3S;I;2;S5;9;XAXIM;SC;01/03/2018;103352;0;0;0;0;0;0;0;0;970;1956;4738;4330;1349;120;0;13464;33;349;901;1585;274;0;0;3141;0;0;0;0;0;0;0;0;13;308;30;0;0;0;0;351;733;5164;28606;15837;11339;14014;0;75693;499;1509;2139;3533;2251;259;513;10703;0;;;;;;;;;;;
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO ENCOSTA SUPERIOR DO NORDESTE RS – SICREDI NORDESTE RS;95213211;b3S;I;2;S4;9;ROLANTE;RS;01/03/2018;102247;2;110;271;351;40;0;0;774;561;6250;9402;10804;2585;1677;0;31279;90;1380;3475;4853;928;9;0;10735;0;0;0;0;0;0;0;0;300;4426;1216;5;0;0;0;5946;51;17571;14031;5444;2634;148;0;39879;656;5073;3215;3448;1085;125;32;13633;0;;;;;;;;;;;
COOPERATIVA DE CRÉDITO ORIGINAL - SICOOB ORIGINAL;81292278;b3S;I;2;S5;9;SAO LOURENCO D'OESTE;SC;01/03/2018;102232;6;217;596;1000;224;11;0;2055;531;3835;7546;8636;2607;994;0;24150;84;1395;3780;6094;1416;3;0;12771;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;287;31506;9776;14054;2472;122;0;58217;476;2222;1600;648;93;0;0;5039;0;;;;;;;;;;;
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO CENTRO NORTE GOIANO;2282709;b3S;I;2;S5;9;ANAPOLIS;GO;01/03/2018;102153;0;0;0;0;0;0;0;0;353;5835;12603;19166;2775;498;0;41230;24;1152;2719;5165;1107;29;0;10196;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;67;3108;19185;6742;25;0;0;29126;1075;12204;3105;3297;1271;648;0;21601;0;;;;;;;;;;;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS DOS VALES DO TAQUARI E RIO PARDO E REGIÃO DA PRODUÇÃO LTDA;1635462;b3S;I;2;S5;9;LAJEADO;RS;01/03/2018;101627;0;0;0;0;0;0;0;0;490;7511;17024;28142;13742;8082;0;74990;18;1733;4436;7111;2502;18;0;15818;0;24;68;149;115;185;0;542;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;107;2918;2266;2597;1472;917;0;10277;0;;;;;;;;;;;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO UNICRED INTEGRAÇÃO LTDA.;73750424;b3S;I;2;S5;9;CAXIAS DO SUL;RS;01/03/2018;101606;1;140;282;148;0;0;0;571;242;8091;18116;22595;6583;2250;0;57876;98;2947;7050;9910;1923;7;0;21935;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;685;5793;6974;5748;1748;277;0;21225;0;;;;;;;;;;;
COOPERATIVA DE POUPANÇA E CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE MARINGÁ - SICOOB METROPOLITANO;3459850;b3S;I;2;S5;9;MARINGA;PR;01/03/2018;100852;19;1043;2720;5252;1866;508;0;11407;5522;7268;15938;18971;2488;0;0;50187;40;643;1598;2343;308;2;0;4933;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;389;4662;11719;7133;136;0;0;24041;1437;4562;4165;113;5;0;0;10283;0;;;;;;;;;;;
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO TRIÂNGULO MINEIRO E SUDESTE DE GOIÁS LTDA. - SICOOB ARACREDI;68987;b3S;I;2;S5;9;ARAGUARI;MG;01/03/2018;99394;0;0;0;0;0;0;0;0;62;2275;7104;3043;1140;0;0;13624;10;216;702;1039;46;0;0;2013;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29;9338;45855;15470;2280;0;0;72972;671;3639;2551;3081;842;0;0;10784;0;;;;;;;;;;;
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE CARMO DO PARANAÍBA LTDA - SICOOB CREDICARPA;23949522;b3S;I;2;S5;9;CARMO DO PARANAIBA;MG;01/03/2018;98866;0;41;100;56;0;0;0;198;2026;2632;13659;2051;187;0;0;20555;5;160;350;240;0;0;0;756;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;383;16409;46300;7383;38;110;0;70622;18;5939;778;0;0;0;0;6734;0;;;;;;;;;;;
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS CAMPOS NOVOS - SICOOB CAMPOS NOVOS;78862083;b3S;I;2;S5;9;CAMPOS NOVOS;SC;01/03/2018;98595;30;899;2081;3139;1033;195;0;7377;280;12924;18061;7006;2691;755;0;41717;7;493;928;1450;161;0;0;3039;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;131;22556;11763;4334;2779;9;0;41572;180;3272;886;261;156;135;0;4890;0;;;;;;;;;;;
COOPERATIVA DE CRÉDITO DOS MÉDICOS E DEMAIS PROFISSIONAIS DA SAÚDE, PEQUENOS EMPRESÁRIOS, MICROEMPRESÁRIOS E MICROEMPREENDEDORES - SICOOB UNIMAIS BANDEIRANTE;3055269;b3S;I;2;S5;9;AMERICANA;SP;01/03/2018;98471;20;462;868;651;0;0;0;2001;924;6340;12703;25202;13802;18191;2608;79770;39;1191;2907;4698;1098;4;0;9938;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;649;5353;239;75;51;172;223;6762;0;;;;;;;;;;;
STARA FINANCEIRA S.A. - CRÉDITO FINANCIAMENTO E INVESTIMENTO;17359351;n1;I;2;S4;14;NAO-ME-TOQUE;RS;01/03/2018;98328;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21657;1179;39577;28090;7825;0;98328;0;0;0;0;0;0;0;0;0;;;;;;;;;;;
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE BOM DESPACHO LTDA - SICOOB CREDIBOM;21670187;b3S;I;2;S5;9;BOM DESPACHO;MG;01/03/2018;98153;0;0;0;0;0;0;0;0;494;7109;17462;19191;4200;162;0;48617;19;748;1818;2452;175;0;0;5212;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;310;2591;16788;4492;9;0;0;24190;3664;9834;4976;1518;142;0;0;20133;0;;;;;;;;;;;
COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE CASCAVEL - CRESOL CASCAVEL;2448310;b3S;I;2;S5;9;CASCAVEL;PR;01/03/2018;98080;0;0;0;0;0;0;0;0;295;2175;4149;5768;1407;599;6;14400;13;171;379;532;123;0;0;1218;0;0;0;0;0;0;0;0;26;546;72;0;0;0;0;644;1112;7372;30205;14434;9986;11597;0;74707;219;748;1614;2510;1649;0;372;7111;0;;;;;;;;;;;
COOPERATIVA DE CREDITO CREDICERIPA - SICOOB CREDICERIPA;966246;b3S;I;2;S4;9;ITAI;SP;01/03/2018;97969;0;60;159;518;239;0;0;975;346;1975;4752;1696;9;0;0;8778;12;327;782;1430;271;0;0;2821;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;166;17801;51390;3617;1175;0;0;74149;483;7746;883;1293;840;0;0;11245;0;;;;;;;;;;;
COOPERATIVA DE CRÉDITO COCRE;54401286;b3S;I;2;S4;9;PIRACICABA;SP;01/03/2018;97703;0;0;0;0;0;0;0;0;455;6231;8970;5022;414;0;0;21092;2;542;1252;1911;181;0;0;3888;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;509;4902;59576;2837;383;166;0;68373;24;1317;3009;0;0;0;0;4351;0;;;;;;;;;;;
COOPERATIVA DE CREDITO DE LIVRE ADMISSÃO DO SUL DE MINAS LTDA - SICOOB CREDIVASS;1604998;b3S;I;2;S5;9;SAO GONCALO DO SAPUCAI;MG;01/03/2018;95985;8;180;449;865;127;0;0;1629;835;3229;7256;9425;1617;5;0;22367;123;1724;4352;6996;932;0;0;14126;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;211;6709;29446;7856;0;0;0;44223;720;6983;5039;771;128;0;0;13640;0;;;;;;;;;;;
COOPERATIVA DE CREDITO CECRES - SICOOB CECRES;54603022;b3S;I;2;S5;9;SAO PAULO;SP;01/03/2018;95657;490;5407;19212;42243;19176;2819;0;89348;254;406;2176;2007;768;202;0;5814;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;126;301;69;0;0;0;0;496;0;;;;;;;;;;;
COOPERATIVA DE CRÉDITO DOS EMPREGADOS DO GRUPO VALLOUREC NO BRASIL - COOVALL LTDA.;64293582;b3S;I;2;S5;9;BELO HORIZONTE;MG;01/03/2018;95345;39;8389;18946;45934;21718;14;0;95041;33;42;83;118;28;0;0;304;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;
COOPERATIVA DE CRÉDITO DOS INTEGRANTES DO PODER JUDICIÁRIO E DO MINISTÉRIO PÚBLICO DO ESTADO DE MINAS GERAIS LTDA. - SICOOB JUS-MP;3519240;b3S;I;2;S5;9;BELO HORIZONTE;MG;01/03/2018;95337;72;3800;9521;21024;15146;20877;0;70440;91;716;2246;2586;1378;1726;151;8893;1;619;1666;3341;1169;5;0;6801;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;3;0;0;333;71;71;71;0;547;90;1305;499;1310;1136;4036;275;8653;0;;;;;;;;;;;
