Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total Geral;Prefixado;TR / TBF;TJLP;TLP;Libor;Outras Taxas Pós-Fixadas;Carteira ativa com indexador CDI;SELIC;Outras Taxas Flutuantes;IGPM;IPCA;IPCC;Outros Índices de Preço;Outros Indexadores;Total não Individualizado;Total Exterior;;;
CARUANA S.A. - SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9313766;n1;I;2;S4;14;SAO PAULO;SP;01/03/2018;632060;518842;0;0;0;0;0;113138;0;0;0;0;0;0;0;79;0;;;
COOPERATIVA DE CRÉDITO SICREDI JOÃO PESSOA;35571249;b3S;I;2;S5;9;JOAO PESSOA;PB;01/03/2018;630921;471531;0;0;0;0;20268;139094;0;0;0;0;0;0;0;28;0;;;
BANCO MONEO S.A.;7441209;b2;I;2;S4;8;CAXIAS DO SUL;RS;01/03/2018;607802;341225;1846;234616;2532;0;0;1110;26472;0;0;0;0;0;0;0;0;;;
BANCO SEMEAR S.A.;795423;b1;I;2;S4;8;BELO HORIZONTE;MG;01/03/2018;607700;371072;0;0;0;0;88564;144157;0;0;0;0;0;0;0;3907;0;;;
RENDIMENTO;51468;b1;C;2;S4;199;SAO PAULO;SP;01/03/2018;602173;174928;0;48072;0;0;246;344069;9132;0;0;0;0;0;25696;30;0;;;
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS ALTO URUGUAI - SICREDI ALTO URUGUAI RS/SC;87733770;b3S;I;2;S4;9;RODEIO BONITO;RS;01/03/2018;593808;373395;0;0;0;0;16056;204249;0;0;0;0;0;0;0;108;0;;;
BANCO GUANABARA S.A.;31880826;b1;I;2;S4;8;RIO DE JANEIRO;RJ;01/03/2018;585598;305958;0;8323;0;0;0;269846;1471;0;0;0;0;0;0;0;0;;;
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SÃO MIGUEL DO OESTE - SICOOB SÃO MIGUEL SC;81607046;b3S;I;2;S5;9;SAO MIGUEL D'OESTE;SC;01/03/2018;582922;532988;0;6629;0;0;0;43270;0;0;0;0;0;0;0;35;0;;;
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO CENTRO SUL RONDONIENSE - SICOOB CREDIP.;2015588;b3S;I;2;S5;9;PIMENTA BUENO;RO;01/03/2018;569011;534550;12956;0;0;0;0;21498;0;0;0;0;0;0;0;7;0;;;
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALE DO CERRADO - SICREDI VALE DO CERRADO;32983165;b3S;I;2;S4;9;CAMPO VERDE;MT;01/03/2018;544926;386406;0;0;0;0;47994;110464;0;0;0;0;0;0;0;63;0;;;
COOPERATIVA DE POUPANÇA E CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE MARINGÁ - SICOOB METROPOLITANO;3459850;b3S;I;2;S5;9;MARINGA;PR;01/03/2018;526265;257763;0;0;0;0;0;268399;0;0;0;0;0;0;0;103;0;;;
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO DOS ESTADOS DE MATO GROSSO DO SUL, TOCANTINS E OESTE DA BAHIA - SICREDI UNIÃO MS/TO;24654881;b3S;I;2;S4;9;CAMPO GRANDE;MS;01/03/2018;523475;443979;0;0;0;0;37205;42184;0;0;0;0;0;0;0;107;0;;;
SOCOPA;50328;b1;C;2;S4;199;SAO PAULO;SP;01/03/2018;517637;16322;0;0;0;0;0;497454;0;0;0;3861;0;0;0;0;0;;;
BARIGUI;51774;n1;C;2;S4;197;CURITIBA;PR;01/03/2018;514485;238896;4587;0;0;0;0;0;0;0;208947;61343;26;641;0;45;0;;;
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO NORTE MATO-GROSSENSE – SICREDI NORTE MT/PA;37442605;b3S;I;2;S4;9;COLIDER;MT;01/03/2018;512198;372664;0;0;0;0;5407;133976;0;0;0;0;0;0;0;152;0;;;
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO FRONTEIRAS DO PARANÁ, SANTA CATARINA E SÃO PAULO - SICREDI FRONTEIRAS PR/SC/SP;82527557;b3S;I;2;S4;9;CAPANEMA;PR;01/03/2018;505481;435353;0;0;0;0;17950;52056;0;0;0;0;0;0;0;122;0;;;
COOPERATIVA DE CREDITO CENTRO-SERRANA DO ESPIRITO SANTO - SICOOB CENTRO-SERRANO;31804966;b3S;I;2;S5;9;SANTA MARIA DE JETIBA;ES;01/03/2018;502998;369938;2461;0;0;0;0;130558;0;0;0;0;0;0;0;42;0;;;
COOPERATIVA DE CRÉDITO UNICRED DA GRANDE FLORIANÓPOLIS LTDA - UNICRED FLORIANÓPOLIS;74064502;b3S;I;2;S5;9;FLORIANOPOLIS;SC;01/03/2018;501071;153320;0;0;0;0;0;347734;0;0;0;0;0;0;0;17;0;;;
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO NOROESTE RS – SICREDI NOROESTE RS;89049738;b3S;I;2;S4;9;TRES DE MAIO;RS;01/03/2018;500142;337990;0;0;0;0;5458;156605;0;0;0;0;0;0;0;88;0;;;
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO SUL DO ESPÍRITO SANTO - SICOOB SUL;32467086;b3S;I;2;S5;9;CACHOEIRO DE ITAPEMIRIM;ES;01/03/2018;491245;358309;56;0;0;0;0;132851;0;0;0;0;0;0;0;30;0;;;
BANCO RIBEIRAO PRETO S.A.;517645;b1;I;2;S4;8;RIBEIRAO PRETO;SP;01/03/2018;491025;200976;0;7138;0;0;0;109663;0;3429;149548;0;0;19053;1215;3;0;;;
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS REGIÃO DAS CULTURAS - SICREDI DAS CULTURAS RS;90729369;b3S;I;2;S5;9;IJUI;RS;01/03/2018;477342;390615;0;0;0;0;11472;74179;0;0;0;0;0;932;22;122;0;;;
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO NORTE DO PARANÁ - SICOOB NORTE DO PARANÁ;5582619;b3S;I;2;S5;9;LONDRINA;PR;01/03/2018;475316;299309;407;0;0;0;0;175542;0;0;0;0;0;0;0;57;0;;;
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO CELEIRO CENTRO OESTE – SICREDI CELEIRO CENTRO OESTE;3566655;b3S;I;2;S4;9;SAO GABRIEL DO OESTE;MS;01/03/2018;468642;297529;0;0;0;0;65445;105563;0;0;0;0;0;0;0;104;0;;;
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS ALTOS DA SERRA - SICREDI ALTOS DA SERRA RS/SC;92555150;b3S;I;2;S4;9;TAPEJARA;RS;01/03/2018;466371;313861;0;0;0;0;13492;138886;0;0;0;0;0;0;1;131;0;;;
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS DE PORTO ALEGRE LTDA-UNICRED PORTO ALEGRE;94433109;b3S;I;2;S5;9;PORTO ALEGRE;RS;01/03/2018;457773;64925;0;0;0;0;0;392833;0;0;0;0;0;0;0;16;0;;;
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO OURO BRANCO – SICREDI OURO BRANCO RS;87853206;b3S;I;2;S4;9;TEUTONIA;RS;01/03/2018;453076;218342;0;0;0;0;30183;204408;0;0;0;0;0;0;0;143;0;;;
COOPERATIVA DE CREDITO, POUPANCA E INVESTIMENTO IGUACU - SICREDI IGUACU PR/SC/SP;84974278;b3S;I;2;S4;9;SAO JOAO;PR;01/03/2018;452776;271735;0;0;0;0;11288;169648;0;0;0;0;0;0;0;106;0;;;
MODAL;51963;b1;C;2;S4;199;RIO DE JANEIRO;RJ;01/03/2018;450438;20831;0;0;0;0;0;419820;0;0;0;0;0;0;5055;1;4730;;;
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DA REGIÃO DOS VALES - SICREDI REGIÃO DOS VALES RS;89126130;b3S;I;2;S4;9;ENCANTADO;RS;01/03/2018;448124;160624;0;0;0;0;19993;267388;0;0;0;0;0;0;0;119;0;;;
COOPERATIVA DE CRÉDITO DO LESTE DE SANTA CATARINA E DO PARANÁ LTDA - UNICRED UNIÃO;74114042;b3S;I;2;S5;9;ITAJAI;SC;01/03/2018;446993;166942;0;8;0;0;0;280026;0;0;0;0;0;0;0;16;0;;;
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE IBIRAIARAS - SICREDI IBIRAIARAS - RS;89990501;b3S;I;2;S4;9;IBIRAIARAS;RS;01/03/2018;431063;218729;0;0;0;0;14474;197785;0;0;0;0;0;0;0;74;0;;;
CAIXA GERAL;51815;b1;C;3;S4;199;SAO PAULO;SP;01/03/2018;429437;2542;0;7357;0;0;887;294550;0;0;0;0;0;0;124101;0;0;;;
COOPERATIVA DE CRÉDITO POUPANÇA E INVESTIMENTO DA ZONA SUL - SICREDI ZONA SUL RS;90497256;b3S;I;2;S4;9;PELOTAS;RS;01/03/2018;423492;311916;0;0;0;0;9798;101561;0;0;0;0;0;0;0;217;0;;;
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS E DEMAIS PROFISSIONAIS DA AREA DE SAUDE DO ESTADO DE SAO PAULO LTDA    UNICRED DO ESTADO DE SAO PAULO;71884498;b3S;I;2;S5;9;CAMPINAS;SP;01/03/2018;420916;62789;5227;0;0;0;0;352892;0;0;0;0;0;0;0;8;0;;;
BANCO TOPÁZIO S.A.;7679404;b1;I;2;S4;8;PORTO ALEGRE;RS;01/03/2018;414411;409199;0;0;0;0;0;4871;0;0;0;0;0;0;0;340;0;;;
MÁXIMA;50201;b1;C;2;S4;199;RIO DE JANEIRO;RJ;01/03/2018;414398;14994;139;0;0;0;183312;59909;0;0;156044;0;0;0;0;0;0;;;
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO SUDOESTE GOIANO;24795049;b3S;I;2;S5;9;RIO VERDE;GO;01/03/2018;413242;220501;15237;113912;0;0;0;63591;0;0;0;0;0;0;0;2;0;;;
COOPERATIVA DE CREDITO, POUPANÇA E INVESTIMENTO ALIANÇA - SICREDI ALIANÇA PR/SP;79052122;b3S;I;2;S4;9;MARECHAL CANDIDO RONDON;PR;01/03/2018;413153;319239;0;0;0;0;1566;92232;0;0;0;0;0;0;0;116;0;;;
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO BOTUCARAÍ – SICREDI BOTUCARAÍ RS;87900601;b3S;I;2;S4;9;SOLEDADE;RS;01/03/2018;406421;261351;0;0;0;0;3764;141205;0;0;0;0;0;0;0;101;0;;;
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DA REGIÃO DA PRODUÇÃO – SICREDI REGIÃO DA PRODUÇÃO RS/SC;89468565;b3S;I;2;S4;9;SARANDI;RS;01/03/2018;394396;244478;0;0;0;0;5054;144763;0;0;0;0;0;0;0;101;0;;;
COOPERATIVA DE CRÉDITO DO TRIÂNGULO MINEIRO E SÃO FRANCISCO LTDA. - SICOOB ARACOOP;3320525;b3S;I;2;S5;9;ARAGUARI;MG;01/03/2018;392408;328807;0;15;0;0;0;63572;0;0;0;0;0;0;0;14;0;;;
COOPERATIVA DE CREDITO, POUPANÇA E INVESTIMENTO PARQUE DAS ARAUCARIAS - SICREDI PARQUE DAS ARAUCARIAS PR/SC/SP;82065285;b3S;I;2;S4;9;MARIOPOLIS;PR;01/03/2018;390051;262895;0;0;0;0;29799;97248;0;0;0;0;0;0;0;109;0;;;
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIVALES – SICREDI UNIVALES MT/RO;70431630;b3S;I;2;S4;9;JUINA;MT;01/03/2018;384857;324060;0;0;0;0;8786;51903;0;0;0;0;0;0;0;108;0;;;
BANCO DA CHINA BRASIL S.A.;10690848;b1;I;3;S4;8;SAO PAULO;SP;01/03/2018;382452;57;0;0;0;0;0;221823;0;0;0;0;0;0;160573;0;0;;;
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO AGROEMPRESARIAL - SICREDI AGROEMPRESARIAL PR/SP;79457883;b3S;I;2;S4;9;MANDAGUARI;PR;01/03/2018;382131;335713;0;0;0;0;4070;42075;0;0;0;0;0;0;0;273;0;;;
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DA FRONTEIRA SUL – SICREDI FRONTEIRA SUL RS;88530142;b3S;I;2;S5;9;BAGE;RS;01/03/2018;368670;298923;0;0;0;0;3893;65774;0;0;0;0;0;0;0;80;0;;;
COOPERATIVA DE CRÉDITO SUL - SICOOB SUL;5888589;b3S;I;2;S5;9;CURITIBA;PR;01/03/2018;365510;190943;0;0;0;0;0;174535;6;0;0;0;0;0;0;26;0;;;
HAITONG;51482;b2;C;3;S3;198;SAO PAULO;SP;01/03/2018;364190;25156;0;225215;0;0;0;112227;0;0;0;1591;0;0;0;0;0;;;
COOPERATIVA DE CRÉDITO POUPANÇA E INVESTIMENTO INTEGRAÇÃO ROTA DAS TERRAS – SICREDI INTEGRAÇÃO ROTA DAS TERRAS RS;87510475;b3S;I;2;S4;9;TAPERA;RS;01/03/2018;362490;274415;0;1852;0;0;2482;83281;0;0;0;0;0;398;17;45;0;;;
INTESA SANPAOLO BRASIL S.A. - BANCO MÚLTIPLO;55230916;b1;I;3;S4;8;SAO PAULO;SP;01/03/2018;359696;249571;0;0;0;0;17458;92667;0;0;0;0;0;0;0;0;0;;;
COOPERATIVA DE CRÉDITO POUPANÇA E INVESTIMENTO CENTRO LESTE - SICREDI CENTRO LESTE RS;88471024;b3S;I;2;S4;9;CACHOEIRA DO SUL;RS;01/03/2018;358744;155258;0;0;0;0;20106;182579;0;0;0;0;0;700;0;102;0;;;
COOPERATIVA DE CRÉDITO UNICRED SUL CATARINENSE LTDA - UNICRED SUL CATARINENSE;75847;b3S;I;2;S5;9;CRICIUMA;SC;01/03/2018;351225;85811;0;0;0;0;0;265405;0;0;0;0;0;0;0;10;0;;;
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO INTEGRAÇÃO DE ESTADOS DO RIO GRANDE DO SUL E SANTA CATARINA - SICREDI INTEGRAÇÃO DE ESTADOS RS/SC;87781530;b3S;I;2;S4;9;PASSO FUNDO;RS;01/03/2018;346964;216361;0;0;0;0;133;130383;0;0;0;0;0;0;0;86;0;;;
COOPERATIVA DE CRÉDITO DOS MÉDICOS, PROFISSIONAIS DA SAÚDE E EMPRESÁRIOS DE MATO GROSSO;36900256;b3S;I;2;S5;9;CUIABA;MT;01/03/2018;339525;121440;0;0;0;0;0;218079;0;0;0;0;0;0;0;5;0;;;
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DE LAJEADO - SICREDI VALE DO TAQUARI RS;91159764;b3S;I;2;S4;9;LAJEADO;RS;01/03/2018;339223;139709;0;0;0;0;1677;197738;0;0;0;0;0;0;0;100;0;;;
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS CELEIRO - SICREDI CELEIRO RS/SC;88099247;b3S;I;2;S4;9;CAMPO NOVO;RS;01/03/2018;337994;221314;0;0;0;0;260;116320;0;0;0;0;0;0;0;101;0;;;
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE GOIÂNIA E REGIÃO LTDA;4388688;b3S;I;2;S5;9;GOIANIA;GO;01/03/2018;334225;108250;1091;5;0;0;0;224873;0;0;0;0;0;0;0;5;0;;;
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO PROGRESSO - SICREDI PROGRESSO PR/SP;76059997;b3S;I;2;S4;9;TOLEDO;PR;01/03/2018;333415;224036;0;0;0;0;7104;102208;0;0;0;0;0;0;0;67;0;;;
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO SUDOESTE DE MINAS GERAIS E NORDESTE DE SÃO PAULO LTDA - SICOOB AGROCREDI;42873828;b3S;I;2;S4;9;GUAXUPE;MG;01/03/2018;328511;327879;0;0;0;0;0;574;0;0;0;0;0;0;0;58;0;;;
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS VALE DO JAGUARI - SICREDI VALE DO JAGUARI RS;87780284;b3S;I;2;S4;9;SANTIAGO;RS;01/03/2018;324818;199832;0;0;0;0;2521;122112;0;0;0;0;0;259;0;93;0;;;
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO ALIANÇA RS/SC - SICREDI ALIANÇA RS/SC;87795639;b3S;I;2;S4;9;MARAU;RS;01/03/2018;324152;199182;0;0;0;0;22265;102600;0;0;0;0;0;0;0;105;0;;;
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO PLANALTO CENTRAL - SICREDI PLANALTO CENTRAL;10736214;b3S;I;2;S4;9;CRISTALINA;GO;01/03/2018;324077;210181;0;0;0;0;11485;102336;0;0;0;0;0;0;0;76;0;;;
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DE CAMPO GRANDE E REGIÃO - SICREDI CAMPO GRANDE MS;3042597;b3S;I;2;S4;9;CAMPO GRANDE;MS;01/03/2018;320088;309316;0;0;0;0;1313;9393;0;0;0;0;0;0;0;67;0;;;
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE GUARIBA;44469161;b3S;I;2;S4;9;GUARIBA;SP;01/03/2018;318987;308568;0;10416;0;0;0;0;0;0;0;0;0;0;0;2;0;;;
ICBC DO BRASIL BANCO MÚLTIPLO S.A.;17453575;b1;I;3;S4;8;SAO PAULO;SP;01/03/2018;313858;37083;0;0;0;0;0;69160;0;0;0;0;0;0;207615;0;0;;;
COOPERATIVA DE CREDITO DE LIVRE ADMISSÃO DE ASSOCIADOS ITAIPU SICOOB CREDITAIPU;81014060;b3S;I;2;S5;9;PINHALZINHO;SC;01/03/2018;306666;183735;5988;1721;0;0;0;115210;0;0;0;0;0;0;0;12;0;;;
SOROCRED   CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.;4814563;n1;I;2;S4;14;SOROCABA;SP;01/03/2018;304643;296074;0;0;0;0;0;654;0;0;0;0;0;0;0;7915;0;;;
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO ALTO PARANAÍBA, NOROESTE E OESTE DE MINAS LTDA - UNICRED INTEGRAÇÃO DE MINAS;1727929;b3S;I;2;S5;9;PATOS DE MINAS;MG;01/03/2018;304236;106894;0;0;0;0;0;197335;0;0;0;0;0;0;0;7;0;;;
PORTOCRED S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTO;1800019;n1;I;2;S4;14;PORTO ALEGRE;RS;01/03/2018;301421;301058;0;0;0;0;0;0;0;0;0;0;0;0;0;363;0;;;
COOPERATIVA DE CRÉDITO DE CASCAVEL E REGIÃO - SICOOB CREDICAPITAL;4529074;b3S;I;2;S5;9;CASCAVEL;PR;01/03/2018;300924;215225;146;0;0;0;0;85526;0;0;0;0;0;0;0;26;0;;;
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO NOSSA TERRA - SICREDI NOSSA TERRA PR/SP;81192106;b3S;I;2;S4;9;CAFELANDIA;PR;01/03/2018;298473;237466;0;0;0;0;5390;55538;0;0;0;0;0;0;0;79;0;;;
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO NORTE E NORDESTE DE SANTA CATARINA - SICREDI NORTE SC;2843443;b3S;I;2;S4;9;JOINVILLE;SC;01/03/2018;297727;224382;0;0;0;0;176;73104;0;0;0;0;0;0;0;65;0;;;
BANCO RANDON S.A.;11476673;b2;I;2;S4;8;CAXIAS DO SUL;RS;01/03/2018;297616;235864;0;22550;1838;0;0;36020;1345;0;0;0;0;0;0;0;0;;;
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO SUL DE MATO GROSSO – SICREDI SUL MT;26549311;b3S;I;2;S4;9;RONDONOPOLIS;MT;01/03/2018;297153;211625;0;0;0;0;2855;82597;0;0;0;0;0;0;0;75;0;;;
AVISTA S.A. CRÉDITO, FINANCIAMENTO E INVESTIMENTO;23862762;n1;I;2;S4;14;VITORIA;ES;01/03/2018;295841;291311;0;0;0;0;0;0;0;0;0;0;0;0;0;4530;0;;;
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO VALE DO RIO PARDO - SICREDI VALE DO RIO PARDO RS;95424891;b3S;I;2;S4;9;SANTA CRUZ DO SUL;RS;01/03/2018;292556;125106;0;0;0;0;5774;161365;0;0;0;0;0;197;0;114;0;;;
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DE ASSOCIADOS DO NOROESTE DE MATO GROSSO E ACRE – SICREDI NOROESTE MT E ACRE;33022690;b3S;I;2;S4;9;ARAPUTANGA;MT;01/03/2018;292049;271566;0;0;0;0;1834;18556;0;0;0;0;0;0;0;93;0;;;
ESTRELA MINEIRA CREDITO, FINANCIAMENTO E INVESTIMENTO S/A;5351887;n1;I;2;S4;14;ARAXA;MG;01/03/2018;291516;287220;0;0;0;0;0;0;0;0;0;0;0;0;0;4296;0;;;
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO ALTO URUGUAI CATARINENSE - SICOOB - CREDIAUC/SC;78840071;b3S;I;2;S5;9;CONCORDIA;SC;01/03/2018;291055;269951;9894;0;0;0;0;11197;0;0;0;0;0;0;0;13;0;;;
COOPERATIVA DE CRÉDITO SICOOB VALE DO IGUAÇU;2466552;b3S;I;2;S5;9;FRANCISCO BELTRAO;PR;01/03/2018;288883;224159;1373;0;0;0;0;63315;0;0;0;0;0;0;0;36;0;;;
COOPERATIVA DE CRÉDITO DOS MÉDICOS E DEMAIS PROFISSIONAIS DA SAÚDE, PEQUENOS EMPRESÁRIOS, MICROEMPRESÁRIOS E MICROEMPREENDEDORES - SICOOB UNIMAIS BANDEIRANTE;3055269;b3S;I;2;S5;9;AMERICANA;SP;01/03/2018;286803;174213;0;0;0;0;0;81126;0;0;31455;0;0;0;0;9;0;;;
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO CENTRO SUL - SICREDI CENTRO SUL PR/SC/RJ;78907607;b3S;I;2;S5;9;PRUDENTOPOLIS;PR;01/03/2018;284118;242699;0;0;0;0;9246;32077;0;0;0;0;0;0;0;97;0;;;
COOPERATIVA DE CREDITO UNICRED DESBRAVADORA LTDA   UNICRED DESBRAVADORA SUL;1039011;b3S;I;2;S5;9;CHAPECO;SC;01/03/2018;278188;79336;0;0;0;0;0;196867;0;0;0;0;0;1974;0;12;0;;;
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO CENTRO SERRA - SICREDI CENTRO SERRA RS;87067757;b3S;I;2;S4;9;AGUDO;RS;01/03/2018;277700;158582;0;0;0;0;4519;114084;0;0;0;0;0;434;0;80;0;;;
COOPERATIVA DE CRÉDITO DOS PROPRIETÁRIOS DA INDÚSTRIA DE ROCHAS ORNAMENTAIS, CAL E CALCÁRIOS DO ESTADO DO ESPÍRITO SANTO - SICOOB CREDIROCHAS;3358914;b3S;I;2;S5;9;CACHOEIRO DE ITAPEMIRIM;ES;01/03/2018;265343;169237;239;0;0;0;0;95847;0;0;0;0;0;0;0;20;0;;;
COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DO SUL E SUDESTE - CENTRAL SICREDI SUL/SUDESTE;87437687;b3C;I;2;S3;9;PORTO ALEGRE;RS;01/03/2018;262027;0;0;0;0;0;0;262027;0;0;0;0;0;0;0;0;0;;;
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO NORTE DO PARANÁ E SUL DE SÃO PAULO - SICREDI NORTE SUL PR/SP;79063574;b3S;I;2;S4;9;SANTO ANTONIO DA PLATINA;PR;01/03/2018;260929;229106;0;0;0;0;5827;25893;0;0;0;0;0;0;0;103;0;;;
COOPERATIVA DE CRÉDITO DOS MÉDICOS E DEMAIS PROFISSIONAIS DA SAÚDE, CONTABILISTAS, PROFESSORES E EMPRESÁRIOS DE BLUMENAU E VALE DO ITAJAÍ LTDA - UNICRED BLUMENAU;73443863;b3S;I;2;S5;9;BLUMENAU;SC;01/03/2018;260662;105706;0;0;0;0;0;154947;0;0;0;0;0;0;0;8;0;;;
COOPERATIVA DE CRÉDITO POUPANÇA E INVESTIMENTO PANTANAL DO MATO GROSSO DO SUL - SICREDI PANTANAL MS;26408187;b3S;I;2;S4;9;MARACAJU;MS;01/03/2018;259796;235479;0;0;0;0;2717;21565;0;0;0;0;0;0;0;35;0;;;
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DE ESPUMOSO – SICREDI ESPUMOSO RS;87900411;b3S;I;2;S4;9;ESPUMOSO;RS;01/03/2018;257751;180639;0;0;0;0;578;76489;0;0;0;0;0;0;0;45;0;;;
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO VALE DO ITAJAÍ E LITORAL CATARINENSE - SICREDI VALE LITORAL SC;10348181;b3S;I;2;S4;9;ITAPEMA;SC;01/03/2018;252005;192800;0;0;0;0;0;59118;0;0;0;0;0;0;0;87;0;;;
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO ENCOSTA SUPERIOR DO NORDESTE RS – SICREDI NORDESTE RS;95213211;b3S;I;2;S4;9;ROLANTE;RS;01/03/2018;249708;121341;0;0;0;0;17045;111250;0;0;0;0;0;0;0;72;0;;;
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO PONTAL DO TRIANGULO LTDA - SICOOB CREDIPONTAL;26178533;b3S;I;2;S5;9;ITUIUTABA;MG;01/03/2018;249081;231067;0;0;0;0;0;18004;0;0;0;0;0;0;0;10;0;;;
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS LITORÂNEA;85291086;b3S;I;2;S5;9;JACINTO MACHADO;SC;01/03/2018;241757;235246;0;0;0;0;0;6504;0;0;0;0;0;0;0;7;0;;;
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE VARGINHA LTDA - SICOOB CREDIVAR;25798596;b3S;I;2;S5;9;VARGINHA;MG;01/03/2018;239416;226214;0;0;0;0;0;13185;0;0;0;0;0;0;0;17;0;;;
FACTA FINANCEIRA S.A. - CRÉDITO FINANCIAMENTO E INVESTIMENTO;15581638;n1;I;2;S4;14;PORTO ALEGRE;RS;01/03/2018;238514;238450;0;0;0;0;0;0;0;0;0;0;0;0;0;64;0;;;
COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS DA EMBRAER;46642294;b3S;I;2;S5;9;SAO JOSE DOS CAMPOS;SP;01/03/2018;237654;2832;234625;193;0;0;0;0;0;0;0;0;0;0;0;4;0;;;
CSILATINA ARRENDAMENTO MERCANTIL S.A.;5883884;n1;I;3;S4;19;BARUERI;SP;01/03/2018;236665;211109;0;0;0;0;0;21549;0;0;0;0;0;0;4007;0;0;;;
C H B - COMPANHIA HIPOTECARIA BRASILEIRA;10694628;n1;I;2;S4;29;NATAL;RN;01/03/2018;236591;29155;0;0;0;0;177709;29727;0;0;0;0;0;0;0;0;0;;;
NEGRESCO S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTOS;4379829;n1;I;2;S4;14;CURITIBA;PR;01/03/2018;235962;233637;0;0;0;0;0;0;0;0;0;0;0;0;0;2325;0;;;
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO PLANALTO CATARINENSE SICOOB CREDIPLANALTO SC/RS;1389651;b3S;I;2;S5;9;PAPANDUVA;SC;01/03/2018;234559;205612;0;0;0;0;0;28945;0;0;0;0;0;0;0;2;0;;;
